sequential_id,osm_id
441,32476435
442,32476440
443,32476441
444,32476442
445,32476443
446,32476444
447,32476445
448,32476446
449,32476447
450,32476450
451,32476451
452,32476453
453,32476454
454,32476455
455,32476456
456,32476457
457,32476459
458,32476460
459,32476461
460,32476462
461,32476465
462,32476467
463,32518545
464,32518656
465,32518919
466,32518950
467,32518961
468,32518963
469,32518966
470,32518973
471,32519074
472,32519077
473,32519125
474,32519126
475,32519127
476,32519175
477,32519176
478,32519283
479,32519344
480,32519348
481,32519350
482,32519351
483,32519353
484,32519354
485,32519357
486,32519358
487,32519365
488,32519396
489,32519416
490,32519675
491,32520021
492,32520022
493,32520023
494,32520025
495,32520145
496,32520188
497,32569985
498,32569986
499,32618848
500,32618849
501,32618855
502,32618856
503,32618857
504,32618859
505,32618860
506,32618884
507,32618886
508,32618887
509,32618888
510,32618893
511,32618894
512,32618898
513,32618908
514,32618910
515,32618918
516,32618928
517,32618931
518,32618933
519,32618940
520,32618943
521,32618945
522,32618949
523,32618957
524,32618959
525,32618962
526,32618964
527,32618966
528,32618968
529,32618969
530,32618970
531,32618975
532,32618978
533,32618979
534,32618980
535,32618981
536,32618983
537,32618984
538,32618986
539,32618987
540,32618991
541,32618992
542,32618995
543,32618997
544,32618998
545,32618999
546,32619005
547,32619007
548,32619008
549,32619009
550,32619010
551,32619015
552,32619018
553,32619021
554,32619022
555,32619023
556,32619024
557,32619025
558,32619027
559,32619030
560,32619031
561,32619032
562,32619034
563,32619037
564,32619043
565,32619044
566,32928343
567,32928345
568,32928347
569,32928350
570,32928351
571,32928353
572,32928478
573,32928484
574,32928490
575,32928501
576,32928504
577,32928505
578,32928521
579,32928528
580,32928530
581,32928556
582,32928557
583,32928560
584,32928562
585,32928564
586,32928565
587,32928567
588,32928713
589,32928714
590,32928716
591,32928720
592,32928721
593,32928727
594,32928734
595,32928735
596,32928746
597,32928749
598,32928958
599,32928959
600,32928961
601,32928962
602,32928963
603,32928967
604,32928969
605,32928970
606,32928989
607,32928990
608,32929000
609,32929004
610,32929006
611,32929011
612,32929013
613,32929017
614,32929018
615,32929021
616,32929025
617,32929027
618,32929029
619,32929031
620,32929042
621,32929043
622,32929047
623,32929062
624,32929090
625,32929098
626,32929101
627,32929112
628,32929343
629,32929344
630,32929345
631,32929346
632,32929348
633,32929351
634,32929352
635,32929357
636,32929358
637,32929359
638,32929372
639,32929373
640,32929374
641,32929375
642,32929376
643,32929377
644,32929382
645,32929385
646,32929388
647,32929389
648,32929396
649,32929418
650,32929419
651,32929420
652,32929566
653,32929567
654,32929568
655,32929569
656,32929584
657,32929588
658,32929589
659,32929590
660,32929602
661,32929607
662,32929608
663,32929644
664,32929645
665,32929646
666,32929651
667,32929652
668,32929653
669,32929661
670,32929676
671,32929677
672,32929679
673,32929685
674,32929686
675,32929694
676,32929699
677,32929700
678,32929701
679,32929702
680,32929735
681,32929736
682,32929739
683,32929757
684,32929758
685,32929760
686,33005807
687,33005908
688,33005914
689,33005916
690,33005923
691,33005925
692,33005934
693,33005935
694,33005941
695,33006099
696,33006167
697,33006251
698,33006369
699,33006430
700,33006621
701,33006623
702,33006670
703,33006678
704,33006680
705,33006690
706,33006736
707,33006743
708,33006776
709,33006777
710,33006802
711,33006817
712,33006823
713,33006852
714,33006857
715,33007027
716,33007028
717,33007031
718,33007032
719,33007034
720,33007037
721,33007038
722,33007045
723,33084594
724,33084596
725,33084598
726,33084600
727,33084602
728,33451921
729,33452007
730,33452008
731,33452009
732,33452365
733,33452367
734,33452373
735,33452443
736,33452560
737,33452562
738,33466356
739,33469402
740,33469405
741,33469409
742,33469411
743,33469414
744,33469417
745,33469429
746,33471551
747,33471553
748,33471554
749,33471556
750,33471558
751,33471559
752,33625122
753,33680678
754,33680683
755,34018410
756,34018415
757,34018418
758,34018427
759,34018456
760,34018458
761,34018463
762,34018554
763,34018555
764,34018569
765,34018597
766,34018598
767,34018607
768,34018611
769,34018613
770,34018679
771,34018681
772,34018709
773,34018744
774,34018874
775,34018896
776,34018897
777,34018964
778,34018984
779,34018985
780,34019257
781,34019263
782,34019265
783,34019541
784,34019605
785,34019638
786,34019639
787,34019643
788,34019655
789,34019659
790,34019664
791,34019665
792,34019676
793,34019678
794,34019689
795,34019717
796,34019718
797,34019731
798,34019734
799,34019743
800,34019746
801,34019750
802,34019761
803,34019766
804,34019799
805,34019801
806,34019809
807,34019811
808,34019812
809,34019814
810,34019817
811,34019825
812,34019830
813,34019838
814,34019843
815,34019848
816,34019866
817,34019872
818,34019877
819,34019927
820,34019929
821,34019939
822,34019953
823,34128698
824,34128699
825,34128711
826,34128843
827,34129295
828,34129359
829,34129403
830,34129406
831,34129489
832,34129528
833,34129592
834,34129673
835,34129677
836,34129714
837,34129717
838,34129743
839,34129791
840,34129922
841,34129945
842,34129946
843,34129947
844,34129984
845,34129987
846,34130050
847,34130054
848,34785405
849,34785410
850,34785416
851,34785420
852,35453764
853,35453950
854,35454030
855,35454049
856,35455227
857,35456301
858,35456369
859,35456915
860,35457022
861,35458381
862,35458397
863,35458507
864,35458509
865,35729446
866,35729447
867,35729448
868,35729449
869,35729479
870,35729481
871,35731309
872,35731312
873,35961071
874,35961075
875,35961076
876,35961077
877,35961087
878,35961088
879,35961090
880,35961091
881,35961092
882,35961093
883,35961094
884,35961096
885,35961100
886,35961149
887,35961150
888,35961151
889,35961172
890,35961175
891,35961176
892,35961236
893,35961247
894,39596127
895,39598039
896,39598046
897,39598048
898,39598067
899,39598208
900,39598439
901,39598442
902,39601941
903,39601946
904,39601955
905,39601964
906,39602384
907,39602769
908,39603472
909,39605068
910,39605073
911,39605082
912,39605505
913,39605508
914,39605509
915,39606403
916,39617966
917,39617973
918,39617975
919,39617980
920,39625016
921,39625022
922,39625029
923,39628252
924,39628253
925,39628254
926,39629917
927,39629918
928,39629919
929,39629922
930,39629926
931,39630803
932,39630804
933,39630805
934,39630835
935,39631615
936,39631616
937,39631617
938,39631621
939,39631691
940,39631936
941,39631939
942,39631940
943,39631979
944,39632279
945,39632282
946,39632283
947,39632338
948,39632761
949,39632763
950,39632764
951,39632801
952,39633554
953,39633555
954,39633558
955,39633560
956,39634756
957,39634758
958,39634759
959,39638821
960,39638822
961,39639602
962,39639609
963,39639886
964,39640000
965,39640530
966,39640531
967,39640532
968,39640533
969,39641097
970,39641099
971,39641133
972,39642845
973,39642846
974,39642847
975,39642850
976,39643725
977,39643727
978,39643730
979,39643784
980,39644236
981,39644237
982,39644238
983,39644240
984,39644241
985,39644243
986,39645714
987,39645717
988,39646463
989,39646464
990,39646465
991,39646484
992,39646717
993,39647671
994,39647676
995,39647728
996,39648022
997,39648044
998,39648417
999,39648419
1000,39648461
1001,39648465
1002,39648527
1003,39648582
1004,39648655
1005,39649824
1006,39650597
1007,39650782
1008,39650803
1009,39651548
1010,39651696
1011,39651835
1012,39651837
1013,39651838
1014,39653184
1015,39653186
1016,39653195
1017,39653628
1018,39653666
1019,39653697
1020,39653714
1021,39653819
1022,39653908
1023,40812662
1024,40812785
1025,40813569
1026,40813571
1027,40813874
1028,40814311
1029,40814502
1030,40814622
1031,40815272
1032,40817467
1033,40817686
1034,40817688
1035,40817691
1036,40817932
1037,40818155
1038,40818156
1039,40818794
1040,40818825
1041,40820505
1042,40820737
1043,40821779
1044,40822818
1045,40822910
1046,40822913
1047,40823015
1048,40823032
1049,40823171
1050,40823176
1051,40823214
1052,40823326
1053,40823416
1054,40823432
1055,40823464
1056,40823530
1057,40823546
1058,40823569
1059,40823774
1060,40823775
1061,40823847
1062,40823992
1063,40824202
1064,40824310
1065,40824441
1066,40824645
1067,40824675
1068,40825184
1069,40826229
1070,40826231
1071,40826589
1072,40827743
1073,40827825
1074,40827947
1075,40827990
1076,40828213
1077,40828215
1078,40828587
1079,40828595
1080,40828806
1081,40830998
1082,40831535
1083,40831544
1084,40831749
1085,40831751
1086,40831821
1087,40831852
1088,40831853
1089,40832060
1090,40832061
1091,40832271
1092,40832294
1093,40834830
1094,40834981
1095,40834995
1096,40835986
1097,40835995
1098,41941291
1099,41941302
1100,43075764
1101,43075773
1102,43077573
1103,43077594
1104,43079546
1105,43080694
1106,43080697
1107,43080699
1108,43081351
1109,43082809
1110,43082811
1111,43082813
1112,43082816
1113,43084130
1114,43084132
1115,43084135
1116,43086339
1117,43086341
1118,43088580
1119,43093069
1120,48749668
1121,48749773
1122,48749774
1123,48749880
1124,48749882
1125,48750113
1126,48750114
1127,48750118
1128,48750120
1129,48750125
1130,48750365
1131,48750368
1132,48750401
1133,48750402
1134,48750691
1135,48750999
1136,48751845
1137,48751846
1138,48752724
1139,48753205
1140,48753635
1141,48754932
1142,49828105
1143,49828829
1144,50630443
1145,56123233
1146,56130047
1147,56130064
1148,56130160
1149,56130161
1150,56130162
1151,56130227
1152,56130234
1153,56130238
1154,56130250
1155,56130268
1156,56130270
1157,56130286
1158,56130361
1159,56130362
1160,56130381
1161,56130414
1162,56130415
1163,56130435
1164,56130460
1165,56130510
1166,56130557
1167,56130632
1168,56130634
1169,56130668
1170,56130688
1171,56130701
1172,56130734
1173,56130748
1174,56130786
1175,56130818
1176,56130831
1177,56130946
1178,56131093
1179,56131094
1180,56131095
1181,56131116
1182,56131128
1183,56131259
1184,56131812
1185,56131849
1186,56131854
1187,56131996
1188,56131998
1189,56132067
1190,56132088
1191,56132113
1192,56132196
1193,56133292
1194,56133521
1195,56133524
1196,56133526
1197,56133699
1198,56133701
1199,56134158
1200,56134328
1201,56134343
1202,56134712
1203,56134713
1204,56134714
1205,56134715
1206,56134753
1207,56135085
1208,56135086
1209,56135951
1210,56135953
1211,56136935
1212,56137141
1213,56137611
1214,56137924
1215,56137932
1216,56137973
1217,56137974
1218,59604605
1219,59604912
1220,59605361
1221,59605563
1222,59605571
1223,59605572
1224,59605575
1225,59605623
1226,60088983
1227,60089579
1228,60089717
1229,60089721
1230,60090866
1231,60090983
1232,60090984
1233,60091165
1234,60091174
1235,60091175
1236,60091193
1237,60091319
1238,60091326
1239,60091327
1240,60091483
1241,60091491
1242,60091498
1243,60091569
1244,60091573
1245,60091673
1246,60091996
1247,60091998
1248,60092059
1249,60092839
1250,60093001
1251,60093036
1252,60093037
1253,60093039
1254,60093068
1255,60093069
1256,60093094
1257,60093095
1258,60093111
1259,60093112
1260,60093151
1261,60093157
1262,60093185
1263,60093186
1264,60093196
1265,60093211
1266,60093212
1267,60093311
1268,60093318
1269,60093423
1270,60093424
1271,60093462
1272,60093463
1273,60094335
1274,60094336
1275,60094342
1276,60094349
1277,60094350
1278,60094351
1279,60094364
1280,60094367
1281,60094369
1282,60094419
1283,60094495
1284,60094496
1285,60094500
1286,60094535
1287,60094544
1288,60094573
1289,60094577
1290,60094600
1291,60094858
1292,60094862
1293,60094888
1294,60094889
1295,60095256
1296,60095299
1297,60095308
1298,60095311
1299,60095339
1300,60095341
1301,60095346
1302,60095356
1303,60095357
1304,60095362
1305,60095381
1306,60095384
1307,60095386
1308,60095396
1309,60095415
1310,60095421
1311,60095453
1312,60095502
1313,60095507
1314,60095510
1315,60095588
1316,60095590
1317,60095596
1318,60095850
1319,60095886
1320,60095890
1321,60095957
1322,60096177
1323,60096231
1324,60096232
1325,60096233
1326,60096252
1327,60096335
1328,60096348
1329,60096353
1330,60096374
1331,60171014
1332,60446860
1333,60446862
1334,60446863
1335,60446864
1336,60446866
1337,60447039
1338,60447041
1339,60447047
1340,60447112
1341,60447113
1342,60447114
1343,60447115
1344,60447116
1345,60447127
1346,60447130
1347,60447166
1348,60447167
1349,60447173
1350,60447174
1351,60447178
1352,60447221
1353,60447225
1354,60447226
1355,60447227
1356,60447564
1357,60447567
1358,60447574
1359,60447575
1360,60447579
1361,60447582
1362,60447685
1363,60447693
1364,60447744
1365,60447758
1366,60447759
1367,60447760
1368,60447775
1369,60447777
1370,60447778
1371,60447779
1372,60447787
1373,60447849
1374,60447851
1375,60447854
1376,60447855
1377,60447858
1378,60447860
1379,60447861
1380,60448223
1381,60448275
1382,60448276
1383,60448691
1384,60448813
1385,60448814
1386,60448815
1387,60448836
1388,60448855
1389,60448856
1390,60448857
1391,60448858
1392,60448879
1393,60448880
1394,60448899
1395,60448916
1396,60448917
1397,60448925
1398,60449187
1399,60449217
1400,60449257
1401,60449259
1402,60449262
1403,60449264
1404,60449320
1405,60449321
1406,60449341
1407,60449376
1408,60449377
1409,60449404
1410,60449406
1411,60449408
1412,60449422
1413,60449431
1414,60449432
1415,60449438
1416,60449442
1417,60449445
1418,60449450
1419,60449489
1420,60449492
1421,60449493
1422,60449499
1423,60449510
1424,60449516
1425,60449518
1426,60449530
1427,60449535
1428,60449549
1429,60449550
1430,60449551
1431,60449597
1432,60449598
1433,60449603
1434,60449715
1435,60449720
1436,60449723
1437,60449727
1438,60449730
1439,60449731
1440,60449733
1441,60449735
1442,60449739
1443,60449744
1444,60449753
1445,60449754
1446,60449759
1447,60449824
1448,60449825
1449,60449826
1450,60449965
1451,60449966
1452,60449971
1453,60450023
1454,60450024
1455,60450030
1456,60450034
1457,60450192
1458,60450193
1459,60450214
1460,60450215
1461,60450322
1462,60450324
1463,60450326
1464,60450327
1465,60450329
1466,60450331
1467,60450332
1468,60450335
1469,60450338
1470,60450403
1471,60450404
1472,60450405
1473,60450407
1474,60450408
1475,60450409
1476,60450410
1477,60450419
1478,60450456
1479,60450457
1480,60450459
1481,60450481
1482,60450519
1483,60450523
1484,60450524
1485,60450585
1486,60450589
1487,60450631
1488,60450662
1489,60450663
1490,60451111
1491,60451112
1492,60451117
1493,60451118
1494,60451120
1495,60451121
1496,60451124
1497,60451183
1498,60451184
1499,60451186
1500,60451187
1501,60451188
1502,60451261
1503,60451320
1504,60723684
1505,60723685
1506,60723686
1507,60723687
1508,60723688
1509,60723689
1510,60723690
1511,60723691
1512,60723692
1513,60723693
1514,60723694
1515,60723696
1516,60723697
1517,60723732
1518,60723733
1519,60723876
1520,60723895
1521,60723897
1522,60723908
1523,60723909
1524,60723918
1525,60723919
1526,60724093
1527,60724094
1528,60979972
1529,60979973
1530,60979986
1531,60979991
1532,60979994
1533,60980004
1534,60980008
1535,60980010
1536,60980013
1537,60980017
1538,60980018
1539,60980022
1540,60980030
1541,60980031
1542,60980032
1543,60980035
1544,61090316
1545,61090317
1546,61090318
1547,61090319
1548,61090323
1549,61090324
1550,61090326
1551,61090327
1552,61090328
1553,61090332
1554,61090334
1555,61090337
1556,61090338
1557,61090339
1558,61090340
1559,61090341
1560,61090345
1561,61090346
1562,61090349
1563,61090351
1564,61091504
1565,61091666
1566,61091672
1567,61091675
1568,61091678
1569,61092089
1570,61092097
1571,61652316
1572,61679340
1573,61681766
1574,61681820
1575,61681824
1576,61681947
1577,61681948
1578,61681950
1579,61681951
1580,61681960
1581,61682000
1582,61682006
1583,61682043
1584,61682044
1585,61682049
1586,61682106
1587,61682107
1588,61682108
1589,61682145
1590,61682147
1591,61682148
1592,61682151
1593,61682187
1594,61682188
1595,61682233
1596,61682234
1597,61682283
1598,61682284
1599,61682286
1600,61682331
1601,61682336
1602,61682366
1603,61682375
1604,61682377
1605,61682383
1606,61682426
1607,61717978
1608,61718007
1609,61718024
1610,61718112
1611,61718113
1612,61718114
1613,61718115
1614,61718116
1615,61718265
1616,61718266
1617,61718268
1618,61718270
1619,61718271
1620,61718272
1621,61718279
1622,61718286
1623,61718318
1624,61718328
1625,61718350
1626,61718353
1627,61718375
1628,61718376
1629,61718383
1630,61718413
1631,61718415
1632,61718446
1633,61718447
1634,61719036
1635,67734027
1636,67734564
1637,67737112
1638,67737479
1639,67737481
1640,67737566
1641,67737935
1642,67738325
1643,67738899
1644,67738943
1645,67739053
1646,67739803
1647,67739973
1648,67740033
1649,67740463
1650,67740498
1651,67740959
1652,67780236
1653,67780290
1654,67815697
1655,67815772
1656,72670651
1657,72671422
1658,72673632
1659,72685187
1660,72686818
1661,72686822
1662,72686823
1663,72686835
1664,72686847
1665,72686853
1666,72687585
1667,72687619
1668,72965559
1669,72966539
1670,72966545
1671,72966553
1672,72966554
1673,72967441
1674,72967447
1675,72967449
1676,72967459
1677,72967462
1678,72967952
1679,72967954
1680,72967957
1681,72967958
1682,72968984
1683,72969715
1684,72969716
1685,72969718
1686,72969719
1687,72969720
1688,72969721
1689,72969722
1690,72969724
1691,72969725
1692,72969727
1693,72969729
1694,72970395
1695,72970398
1696,72970844
1697,72970847
1698,72970848
1699,72971345
1700,72971347
1701,72972428
1702,72972429
1703,72972430
1704,72972546
1705,72972772
1706,72973397
1707,72973555
1708,72973698
1709,72973925
1710,72974145
1711,72974544
1712,72975208
1713,72975210
1714,72975214
1715,72979942
1716,72979943
1717,72979964
1718,72980417
1719,72980418
1720,72980421
1721,72980422
1722,72980423
1723,72980426
1724,72980428
1725,72980726
1726,72980727
1727,72980795
1728,72982804
1729,72982898
1730,72983202
1731,72983711
1732,72983713
1733,72983835
1734,72983836
1735,72984024
1736,72984258
1737,72984477
1738,72984479
1739,72984646
1740,72984647
1741,72984772
1742,72984774
1743,72984949
1744,72985108
1745,72986061
1746,72987517
1747,72987524
1748,72998151
1749,73023991
1750,73024875
1751,73024877
1752,73024878
1753,73024879
1754,73024881
1755,73026125
1756,73026128
1757,73026139
1758,73026140
1759,73026141
1760,73026146
1761,73026155
1762,73026572
1763,73026619
1764,73027070
1765,73027071
1766,73027324
1767,73027325
1768,73027671
1769,73027675
1770,73028544
1771,73028788
1772,73028916
1773,73029063
1774,78038857
1775,78040027
1776,78040364
1777,78040980
1778,78041136
1779,79634401
1780,79634403
1781,79634404
1782,79634406
1783,79634408
1784,79634705
1785,79635406
1786,79635407
1787,79635408
1788,79635409
1789,79635410
1790,79635411
1791,79636620
1792,79636658
1793,79636659
1794,79636699
1795,79636933
1796,79636934
1797,79637363
1798,79637563
1799,79637565
1800,84508147
1801,84508244
1802,84509345
1803,84509474
1804,84509606
1805,84509786
1806,84509871
1807,84509990
1808,84510076
1809,84510995
1810,84511139
1811,84511144
1812,87633750
1813,87633924
1814,87633932
1815,87634035
1816,87634036
1817,87634037
1818,87634165
1819,87634168
1820,87634269
1821,87634377
1822,87634378
1823,87634380
1824,87634796
1825,87634875
1826,87634876
1827,87634974
1828,87634975
1829,87635048
1830,87635122
1831,87635123
1832,87635239
1833,87635240
1834,87635244
1835,87635265
1836,87635289
1837,87635316
1838,87635423
1839,87635456
1840,87635544
1841,87637668
1842,87637724
1843,87637726
1844,87638041
1845,87638268
1846,87638273
1847,87638320
1848,87638459
1849,87638461
1850,87638462
1851,87638700
1852,87638701
1853,87638703
1854,87638705
1855,87638816
1856,88763677
1857,88763678
1858,88766249
1859,88772903
1860,88783440
1861,88783997
1862,88784053
1863,88784284
1864,88787349
1865,88787590
1866,88787778
1867,88787928
1868,88788111
1869,88788119
1870,88788228
1871,88788259
1872,88788298
1873,88788299
1874,88791985
1875,90027566
1876,90027595
1877,92149654
1878,92149658
1879,92149661
1880,92149667
1881,92149671
1882,92149676
1883,92149726
1884,92149729
1885,92149730
1886,92149843
1887,92149845
1888,92149847
1889,92149848
1890,92149849
1891,92149850
1892,92149852
1893,92149855
1894,92149861
1895,92149862
1896,92149867
1897,92149904
1898,92149963
1899,92149965
1900,92150056
1901,92150057
1902,92150105
1903,92150106
1904,92150165
1905,92150339
1906,92150379
1907,92150380
1908,92150563
1909,92150724
1910,92150730
1911,92150731
1912,92150743
1913,92151039
1914,92151308
1915,92154011
1916,92280705
1917,92281049
1918,92281125
1919,92281225
1920,92281230
1921,92281291
1922,92281349
1923,92281422
1924,92281428
1925,92281430
1926,92281432
1927,92281462
1928,92281478
1929,92281479
1930,92281517
1931,92281518
1932,92281544
1933,92281545
1934,92281703
1935,92281716
1936,92281781
1937,92281782
1938,92281783
1939,92281784
1940,92281785
1941,92281786
1942,92281803
1943,92281875
1944,92281878
1945,92281880
1946,92281882
1947,92281883
1948,92281914
1949,92281915
1950,92281952
1951,92281953
1952,92282062
1953,92282064
1954,92282173
1955,92282174
1956,92282235
1957,92282374
1958,92282378
1959,92282381
1960,92282432
1961,92282434
1962,92282769
1963,92282882
1964,92282883
1965,92282952
1966,92282953
1967,92282957
1968,92283084
1969,92283213
1970,92283216
1971,92283370
1972,92283443
1973,92283468
1974,92283584
1975,92283586
1976,92283628
1977,92283677
1978,92283682
1979,92283723
1980,92283774
1981,92284220
1982,92284221
1983,92284367
1984,92284370
1985,92284609
1986,92284614
1987,92284615
1988,92284641
1989,92284684
1990,92284901
1991,92284903
1992,92285046
1993,92285186
1994,92285191
1995,92287025
1996,92287142
1997,92287353
1998,92287354
1999,92287355
2000,92287463
2001,92289475
2002,92289480
2003,92290284
2004,92290346
2005,92290585
2006,96345679
2007,96345843
2008,96345858
2009,96345922
2010,96345923
2011,96346160
2012,96346277
2013,96346281
2014,96346880
2015,96347901
2016,96446775
2017,96446800
2018,96446972
2019,101863769
2020,101863770
2021,101864965
2022,101865442
2023,101865444
2024,101865446
2025,101865449
2026,101866050
2027,101866052
2028,101866057
2029,101866058
2030,101866060
2031,101866062
2032,101866597
2033,101866598
2034,101867098
2035,101867099
2036,101867102
2037,101867112
2038,101867462
2039,101867463
2040,101867466
2041,101867477
2042,101867907
2043,101867908
2044,101867909
2045,101868079
2046,101868080
2047,101868330
2048,101868335
2049,101868566
2050,101869992
2051,101869994
2052,101869995
2053,101870095
2054,101870096
2055,101870097
2056,101870188
2057,101870189
2058,101870191
2059,101870220
2060,101870221
2061,101870222
2062,101870573
2063,101870969
2064,101871095
2065,101871665
2066,101873268
2067,101873583
2068,101873584
2069,101873586
2070,101873587
2071,101873630
2072,101873809
2073,103781598
2074,103781711
2075,103781809
2076,103781811
2077,103782044
2078,103782047
2079,103782149
2080,103783101
2081,103784601
2082,103784873
2083,103786857
2084,103787311
2085,103787375
2086,103787478
2087,103787480
2088,103787638
2089,103787962
2090,103787964
2091,103788048
2092,103789025
2093,103789033
2094,103789229
2095,103789232
2096,103789882
2097,103790503
2098,103790509
2099,103790518
2100,103791008
2101,103791164
2102,103791289
2103,103791313
2104,103791677
2105,103791722
2106,103791723
2107,103791875
2108,103791896
2109,103792071
2110,103793666
2111,103793668
2112,103793672
2113,103793673
2114,103793681
2115,103794505
2116,103795709
2117,103795710
2118,103795712
2119,103795981
2120,103795982
2121,103796296
2122,103796925
2123,103797173
2124,103797258
2125,103797371
2126,103797937
2127,103798168
2128,103798890
2129,103799463
2130,103799464
2131,103799465
2132,103799466
2133,103799469
2134,103799472
2135,103799548
2136,103800439
2137,103800618
2138,103800909
2139,103801134
