source,target,length,name,highway,oneway
9655,6922,7.03,EDSA,primary,1
9656,12239,68.29,Congressional Avenue,secondary,1
9657,12767,12.5,East Maya Drive,residential,0
9657,3946,391.14,West Avenue,primary,1
9658,873,55.07,Road 11,residential,0
9658,7022,54.36,Road 11,residential,0
9658,876,358.22,Road 2,residential,0
9658,2630,140.66,Road 2,residential,0
9659,7024,72.83,Road 10,residential,0
9659,7036,185.78,Road 10,residential,0
9659,7022,109.98,Road 12,residential,0
9660,12493,328.61,Misamis Street Extension,unclassified,0
9660,9725,43.9,Misamis Street,residential,0
9660,13518,30.38,Misamis Street,residential,0
9661,12405,56.7,Ilocos Sur Street,tertiary,0
9661,2108,88.13,Ilocos Sur Street,tertiary,0
9661,2097,70.88,Ilocos Norte Street,residential,0
9662,2631,258.63,"['Palawan Street', 'Alley 18']",residential,0
9662,2639,124.27,Road 1,residential,0
9662,873,116.32,Road 1,residential,0
9663,2533,47.42,North Avenue,primary,1
9663,11354,50.05,North Avenue,primary,1
9664,11980,27.44,North Avenue,primary,1
9665,8148,17.31,Del Monte Avenue,secondary,1
9666,2109,94.65,Masbate,residential,0
9666,7027,190.0,Nueva Ecija Street,residential,0
9666,9667,189.21,Nueva Ecija Extension,residential,0
9667,12061,12.88,EDSA,trunk,1
9667,9666,189.21,Nueva Ecija Extension,residential,0
9668,2085,117.75,Corregidor Street,tertiary,0
9668,9072,453.15,EDSA,trunk,1
9669,3089,31.48,Judge Juan Luna Street,tertiary,0
9669,11715,151.61,Fulgencio Street,residential,0
9669,4059,42.81,Judge Juan Luna Street,tertiary,0
9670,12066,35.11,Mindanao Avenue,primary,1
9670,7419,17.08,,primary_link,1
9671,10945,93.77,Elliptical Road,primary,1
9672,9442,20.29,,secondary_link,0
9672,10053,151.69,Senator Miriam P. Defensor-Santiago Avenue,secondary,1
9673,1863,15.12,Senator Miriam P. Defensor-Santiago Avenue,secondary,1
9673,862,368.47,North Avenue,primary,1
9674,10054,24.0,North Avenue,primary,1
9674,12167,15.01,Senator Miriam P. Defensor-Santiago Avenue,secondary,1
9675,3058,325.9,Samar Avenue,unclassified,0
9675,13439,181.08,Samar Avenue,unclassified,0
9675,450,120.23,Eugenio Lopez Jr. Drive,tertiary,0
9675,9604,126.52,Eugenio Lopez Jr. Drive,tertiary,0
9676,11311,28.59,EDSA,primary,1
9676,9677,47.96,,primary_link,1
9677,6958,16.76,EDSA,primary,1
9678,9853,13.92,Cagayan Street,tertiary,0
9678,3817,31.21,Cagayan Street,tertiary,0
9678,859,155.17,Congressional Avenue,secondary,1
9679,12076,57.28,Sanggumay Street,residential,0
9679,12603,35.83,Cattleya Street,residential,0
9679,8069,199.43,Cattleya Street,residential,0
9680,2729,30.26,Mercury Street,residential,0
9681,9683,12.12,Dimasalang Street,residential,0
9681,2720,80.48,Magdiwang Street,residential,0
9681,4065,116.46,Dimasalang Street,residential,0
9682,3699,52.92,V. Castro Street,residential,0
9683,9681,12.12,Dimasalang Street,residential,0
9684,13293,36.13,East Avenue,primary,1
9684,9431,67.76,,primary_link,1
9685,11192,143.04,5th Avenue,residential,0
9685,13015,83.73,Pedro Tuazon Boulevard,secondary,0
9685,1261,132.63,Pedro Tuazon Boulevard,secondary,0
9686,3110,238.1,,primary_link,1
9686,13074,104.12,E. Rodriguez Sr. Avenue,secondary,1
9687,11003,83.16,Doña Hemady Street,primary,1
9687,1095,278.71,1st Street,tertiary,1
9688,3019,8.53,Seattle Street,residential,0
9688,2924,56.16,Seattle Street,residential,0
9688,3119,128.54,Aurora Boulevard,primary,1
9689,9692,58.82,Quezon Avenue,primary,1
9690,9576,1070.34,Quezon Avenue,primary,1
9690,9689,218.98,Quezon Avenue,primary,1
9690,9691,205.83,Quezon Avenue,primary,1
9691,9689,14.61,Quezon Avenue,primary,1
9691,10055,93.41,,primary_link,1
9692,7739,18.12,Quezon Avenue,primary,1
9692,10055,42.7,Senator Miriam P. Defensor-Santiago Avenue,secondary,1
9693,9703,26.01,Elliptical Road,primary,1
9693,13406,35.01,Kalayaan Avenue,secondary,1
9694,6921,210.02,EDSA,primary,1
9694,6923,667.91,EDSA,trunk,1
9695,12532,225.33,North Avenue,primary,1
9696,12262,49.13,North Avenue,primary,1
9698,43,105.31,,primary_link,1
9698,9477,18.64,Ortigas Avenue,primary,1
9699,9700,19.36,Dahlia Street,residential,1
9699,11098,75.37,Dahlia Street,residential,0
9700,7486,89.78,Commonwealth Avenue,primary,1
9701,12415,55.97,Commonwealth Avenue,primary,1
9701,7486,29.92,,primary_link,0
9702,7262,13.44,Kalayaan Avenue,secondary,1
9702,13436,175.49,Kalayaan Avenue,secondary,0
9703,13436,25.53,Kalayaan Avenue,secondary,0
9703,12390,38.34,Elliptical Road,primary,1
9704,8108,65.67,Commonwealth Avenue,primary,1
9704,10163,77.11,,primary_link,1
9705,12725,12.27,15th Avenue,secondary,0
9705,10133,93.47,Colonel Bonny Serrano Avenue,secondary,1
9706,47,386.89,EDSA,trunk,1
9707,6953,221.9,Vertis North Service Road,unclassified,1
9707,11989,82.63,EDSA,primary,1
9708,10125,118.17,EDSA,primary,1
9709,10096,21.8,West Avenue,primary,1
9709,908,166.95,Colonel Martinez Street,residential,0
9710,7326,8.4,West Avenue,primary,0
9710,8150,8.87,West Avenue,primary,0
9710,9665,34.02,Del Monte Avenue,secondary,1
9711,7327,28.79,West Avenue,primary,0
9711,3554,52.14,West Avenue,primary,1
9712,9695,67.65,North Avenue,primary,1
9712,10149,144.96,EDSA,trunk,1
9713,13008,84.33,Elliptical Road,primary,1
9714,9702,14.01,Kalayaan Avenue,secondary,1
9714,12390,231.94,Kalayaan Avenue,secondary,1
9715,2750,19.31,San Felipe,residential,0
9715,12111,227.28,Visayas Avenue,secondary,1
9716,2732,39.68,Neptune Extension,residential,0
9717,5396,321.04,Joy Street,unclassified,0
9718,10140,21.92,Tandang Sora Avenue,residential,0
9718,3297,72.11,Tandang Sora Avenue,residential,0
9718,12188,6.06,Road 31,residential,0
9719,2734,5.53,Tandang Sora Avenue,secondary,0
9719,400,58.94,Tandang Sora Avenue,secondary,0
9719,3618,167.08,Don Felipe Street,residential,0
9720,8323,190.27,Angela Avenue,residential,0
9721,5921,35.74,East Fresno Street,residential,0
9722,4185,27.71,King Henry Street,residential,0
9723,5925,62.21,Katipunan Avenue,secondary,0
9723,9724,67.56,Amity Street Extension,residential,0
9723,5926,44.54,Katipunan Avenue,secondary,0
9724,9723,67.56,Amity Street Extension,residential,0
9725,857,210.29,Misamis Street,residential,1
9725,9660,43.9,Misamis Street,residential,0
9726,2744,188.7,Maria Victoria Street,residential,0
9727,5499,44.24,Belen Street,tertiary,0
9727,11315,4.32,,residential,0
9727,5457,225.05,Belen Street,tertiary,0
9728,5442,48.2,Juan Luna Street,residential,0
9728,9846,16.88,Diamond Avenue,residential,0
9728,5463,164.18,Diego Silang Street,tertiary,0
9728,5657,52.85,Perugia Street,tertiary,0
9729,955,65.28,Pitimini Street,tertiary,0
9729,9733,85.89,,residential,0
9729,896,173.63,Pitimini Street,tertiary,0
9730,9731,42.69,K-9th Street,residential,0
9731,325,27.31,K-I Street,residential,0
9731,9732,273.35,K-9th Street,residential,1
9731,9730,42.69,K-9th Street,residential,0
9732,1138,136.67,K-9th Street,residential,0
9732,324,52.7,K-H Street,tertiary,0
9732,115,128.73,Cambridge Street,tertiary,0
9733,9729,85.89,,residential,0
9734,11381,14.79,Forestry Street Extension,residential,1
9735,13085,5.6,,tertiary,1
9735,9031,549.99,Industria Street,tertiary,0
9736,9030,480.64,,residential,0
9736,9735,42.48,,tertiary,1
9737,9740,13.88,,tertiary,1
9737,11203,154.96,H. Ventura Street,tertiary,1
9738,9741,9.7,,tertiary,1
9739,9742,38.79,H. Ventura Street,tertiary,1
9739,9738,10.97,,tertiary,1
9740,9739,10.31,,tertiary,1
9741,9860,253.04,Carriedo Street,residential,0
9741,9737,11.24,,tertiary,1
9742,12438,92.59,H. Ventura Street,tertiary,1
9742,11204,7.3,L. Wood Street,residential,0
9743,8056,60.43,Scout Reyes Street,residential,0
9743,1035,120.97,Scout Reyes Street,residential,0
9743,1037,222.3,Violeta Street,residential,0
9744,7694,154.96,Father Martinez Street,residential,1
9744,1024,54.63,Scout Tuason Street,residential,0
9745,2779,40.19,Ligaya Street,residential,0
9745,1857,7.74,Ligaya Street,residential,0
9746,7637,206.73,S. B. Loop,residential,0
9746,7637,113.56,Ascencion Avenue,tertiary,0
9746,4765,76.24,Ascencion Avenue,tertiary,0
9747,4030,398.49,Acuña Street,residential,0
9747,9183,91.45,"['Cristina Street', 'P. Rivera Street']",residential,0
9747,7094,116.61,P. Rivera Street,residential,0
9748,6788,18.64,Sinagtala Street,residential,0
9748,6782,110.66,Sinagtala Street,residential,0
9748,6816,97.15,Masbate Street,residential,1
9749,8973,98.18,Rustia Street,residential,0
9750,9751,41.0,,residential,0
9751,6373,13.41,Tandang Sora Avenue Extension,secondary,0
9751,9750,41.0,,residential,0
9752,8285,22.16,Quirino Highway,primary,0
9752,8297,17.73,Quirino Highway,primary,0
9752,9753,24.32,Dizon Street,residential,0
9753,9754,67.73,Kulas Francisco,residential,0
9753,9755,171.92,Dizon Street,residential,0
9753,9752,24.32,Dizon Street,residential,0
9754,8380,27.92,Jojo Extension,residential,0
9754,9753,67.73,Kulas Francisco,residential,0
9754,8298,154.4,"['Dizon Street', 'Jojo Extension']",residential,0
9755,9753,171.92,Dizon Street,residential,0
9756,7819,83.13,Marikit Street,residential,0
9757,8298,285.64,"['Jojo Street', 'Banana Island']",residential,0
9757,4129,352.4,Mendez Road,tertiary,0
9757,10933,117.15,Mendez Road,tertiary,0
9758,7821,15.63,Quirino Highway,primary,0
9758,8326,203.55,Quirino Highway,primary,0
9758,8298,46.6,Jojo Street,residential,0
9759,12179,6.44,Pablo dela Cruz Street,tertiary,0
9759,12253,14.81,,residential,0
9759,5813,92.78,Pablo dela Cruz Street,tertiary,0
9760,5911,52.48,,residential,0
9761,12637,10.78,Arellano Street,residential,0
9761,5893,138.51,Osmeña Street,residential,0
9761,11444,35.85,Arellano Street,residential,0
9762,7456,36.73,Biglang Awa Street,residential,0
9763,5945,20.32,Joshua Street,residential,0
9764,5958,12.32,Abraham Street,residential,0
9765,5943,11.12,Jonas Street,residential,0
9766,5967,13.8,Ezra Street,residential,0
9767,11431,31.32,West San Francisco Street,residential,0
9767,5889,195.82,West San Francisco Street,residential,0
9767,7171,268.71,"['West San Jose Street', 'San Jose Street']",residential,0
9768,4182,12.62,King Constantine Street Extension,residential,0
9768,12634,94.35,King Constantine Street Extension,residential,0
9768,9769,42.16,,residential,0
9769,9768,42.16,,residential,0
9770,5977,13.39,Noemi Street,residential,0
9771,5917,102.65,Garcia Street Extension,residential,0
9771,5916,72.94,Garcia Street Extension,residential,0
9771,11445,102.91,Upper Garcia Extension,residential,0
9772,9777,12.75,Kindness Avenue,residential,0
9773,13119,21.64,,residential,0
9773,9774,101.48,,residential,0
9773,9778,110.99,,residential,0
9774,13119,78.69,Riverside Street,residential,0
9774,7174,13.9,Riverside Street,residential,0
9774,9773,101.48,,residential,0
9775,5918,62.91,Katipunan Avenue,secondary,0
9775,8324,55.94,Katipunan Avenue,secondary,0
9775,12636,97.94,West Fresno Street,residential,0
9776,5872,56.57,Davies Lane,residential,0
9777,9772,12.75,Kindness Avenue,residential,0
9777,8328,89.75,Kindness Avenue,residential,0
9777,8328,187.24,Justice Street,residential,0
9777,9779,230.26,Justice Street,residential,0
9778,7175,88.68,Riverside Street,residential,0
9778,13119,84.89,Riverside Street,residential,0
9778,9773,110.99,,residential,0
9779,8328,14.13,Kindness Avenue,residential,0
9779,9777,230.26,Justice Street,residential,0
9779,4195,33.58,Kindness Avenue,residential,0
9780,13117,10.06,Charity Street,residential,0
9781,4212,56.7,King Nicholas Street,residential,0
9782,9783,138.11,Salazar Street,residential,0
9783,7211,11.31,Gregorio Street,residential,0
9783,869,233.32,Gregorio Street,residential,0
9783,9782,138.11,Salazar Street,residential,0
9784,11856,24.88,Acme Road,residential,0
9785,5419,111.42,Gold Street,residential,0
9785,5412,80.6,Emerald Street,residential,0
9785,9786,42.69,Gold Street,residential,0
9786,9785,42.69,Gold Street,residential,0
9786,9790,117.43,De Jesus Drive,residential,0
9786,9791,51.62,De Jesus Drive,residential,0
9787,6298,22.66,General Malvar Street,residential,0
9787,9811,59.13,General Malvar Street,residential,0
9787,9788,124.39,De Jesus Drive,residential,0
9788,9787,124.39,De Jesus Drive,residential,0
9788,9790,92.96,De Jesus Drive,residential,0
9788,9791,64.76,De Jesus Drive,residential,0
9789,9791,117.49,De Jesus Drive,residential,0
9790,9792,20.92,De Jesus Drive,residential,0
9790,9786,117.43,De Jesus Drive,residential,0
9790,9788,92.96,De Jesus Drive,residential,0
9791,9788,64.76,De Jesus Drive,residential,0
9791,9786,51.62,De Jesus Drive,residential,0
9791,9789,117.49,De Jesus Drive,residential,0
9792,9790,20.92,De Jesus Drive,residential,0
9793,1049,92.01,Don A. Egea Avenue,residential,0
9793,5241,96.17,E. Rodriguez Sr. Avenue,secondary,0
9793,3001,38.65,E. Rodriguez Sr. Avenue,secondary,0
9794,10992,23.46,Timog Avenue,primary,0
9794,11254,25.28,11th Jamboree Street,tertiary,0
9794,12892,36.61,Timog Avenue,primary,0
9794,11619,33.54,Sergeant Esguerra Avenue,tertiary,0
9794,11618,40.1,GMA Network Drive,unclassified,1
9795,12374,23.83,Scout Torillo Street,residential,0
9795,12373,28.68,Timog Avenue,primary,0
9795,682,118.2,Scout Torillo Street,residential,0
9795,9796,177.09,Timog Avenue,primary,0
9796,9868,36.27,Timog Avenue,primary,1
9796,9795,177.09,Timog Avenue,primary,0
9797,7953,126.94,,residential,0
9797,8568,43.66,,residential,0
9797,7956,30.25,,residential,0
9798,634,40.25,T. Gener Street,tertiary,0
9798,261,58.48,T. Gener Street,tertiary,0
9798,632,231.66,K-1st Street,residential,1
9799,9879,39.66,,secondary_link,1
9799,7835,33.13,Kamuning Road,secondary,1
9800,629,59.72,K-E Street,residential,0
9800,10,291.54,Kamuning Road,secondary,0
9800,10069,140.81,Kamuning Road,secondary,0
9801,1048,88.01,Judge D. Jimenez Street,tertiary,0
9801,5241,169.58,E. Rodriguez Sr. Avenue,secondary,0
9801,2435,26.31,E. Rodriguez Sr. Avenue,secondary,0
9802,260,89.62,E. Rodriguez Sr. Avenue,secondary,0
9802,2435,168.15,E. Rodriguez Sr. Avenue,secondary,0
9802,11870,125.82,Betty Go-Belmonte Street,tertiary,0
9803,596,219.7,Campanilla Street,residential,0
9803,1098,107.8,E. Rodriguez Sr. Avenue,secondary,0
9803,260,40.78,E. Rodriguez Sr. Avenue,secondary,0
9804,595,120.37,Sampaguita Street,residential,0
9804,1079,181.53,Ilang-ilang Street,residential,0
9804,260,114.29,Ilang-ilang Street,residential,0
9805,7577,261.39,Tomas Morato Avenue,secondary,0
9805,12479,113.78,E. Rodriguez Sr. Avenue,secondary,0
9805,1082,98.43,E. Rodriguez Sr. Avenue,secondary,0
9806,4194,30.37,King Christian Street Extension,residential,0
9807,11975,33.64,,residential,0
9808,7017,97.89,Fort Santiago Street,residential,0
9808,890,144.72,Fort Santiago Street,residential,0
9808,9293,262.6,Romblon Street,residential,0
9809,12029,43.3,Marcela Street,residential,0
9810,6316,22.02,Llano Road,secondary,0
9810,7870,106.73,Lazaro Street,residential,0
9810,11479,109.26,Llano Road,secondary,0
9810,12029,69.58,Marcela Street,residential,0
9811,9787,59.13,General Malvar Street,residential,0
9811,10354,63.97,,residential,0
9811,12677,160.53,General Malvar Street,residential,0
9812,5414,27.75,Emerald Street,residential,0
9813,5419,29.28,Platinum Street,residential,0
9814,11645,8.76,Block 2 Street,residential,0
9814,784,55.26,Block 2 Street,residential,0
9814,11640,54.29,,residential,0
9815,11645,52.93,Block 2 Street,residential,0
9816,1667,13.06,,unclassified,0
9816,4659,82.75,Mindanao Avenue,unclassified,1
9817,1667,83.08,Mindanao Avenue,unclassified,1
9817,4659,13.47,J. Banaag Street,residential,0
9818,5649,116.26,Acacia Street,residential,0
9819,9433,167.5,Visayas Avenue,secondary,1
9819,9671,134.28,Elliptical Road,primary,1
9820,2577,59.65,Lucena Street,residential,0
9821,9822,19.93,Soils Street,residential,0
9822,9823,31.5,Soils Street,residential,0
9822,9821,19.93,Soils Street,residential,0
9822,10338,17.76,Soils Street,residential,0
9823,3815,91.86,Forestry Street,residential,0
9823,9822,31.5,Soils Street,residential,0
9823,3925,59.39,Forestry Street,residential,0
9824,1809,174.14,Alley 1,residential,0
9824,3851,59.97,Road 6,residential,0
9824,3940,100.99,Alley 1,residential,0
9824,3684,55.37,Road 6,residential,0
9825,12165,9.22,Quezon City Ville Street,residential,0
9825,7947,648.89,Central Avenue,secondary,0
9825,7932,210.18,Central Avenue,secondary,0
9826,8115,21.82,Santa Maria Street,residential,0
9827,7797,34.69,Santa Maria Street,residential,0
9828,8115,73.87,San Isidro Street,residential,0
9828,8129,88.95,San Isidro Street,residential,0
9828,8130,114.76,San Isidro Street,residential,0
9829,7794,66.72,San Roque Street,residential,0
9829,7795,68.67,San Roque Street,residential,0
9829,7973,134.8,"['San Roque Interior', 'Jasmin Interior']",residential,0
9830,7993,14.24,Adarna Extension,residential,0
9830,7777,85.11,Adarna Extension,residential,0
9830,9832,72.48,Pugo Street,residential,0
9831,7786,32.39,Pugo Street,residential,0
9831,7783,72.9,Tikling Street,residential,0
9831,9832,52.12,Pugo Street,residential,0
9832,7792,75.46,Kilyawan Street,residential,0
9832,7780,56.25,Kilyawan Street,residential,0
9832,9831,52.12,Pugo Street,residential,0
9832,9830,72.48,Pugo Street,residential,0
9833,4507,22.24,Saint Catherine Street,residential,0
9833,12665,50.42,Saint Catherine Street,residential,0
9833,4353,182.52,Saint Peter Street,residential,0
9834,4441,107.9,San Simon Street,secondary,0
9834,9387,79.75,San Simon Street,residential,0
9834,9398,120.21,Santa Catalina Street,secondary,0
9834,9388,302.89,Santa Catalina Street,tertiary,0
9835,9533,53.81,Dama de Noche Street,residential,0
9835,9396,24.91,Jasmin Street,residential,0
9835,9399,239.21,Jasmin Street,residential,0
9836,9837,55.11,Kalayaan C,residential,0
9836,11434,63.74,Kalayaan B,residential,0
9836,6799,24.09,Kalayaan B,residential,0
9837,6798,62.98,Kalayaan C,residential,0
9837,9836,55.11,Kalayaan C,residential,0
9837,10701,30.38,Kalayaan C Extension,residential,0
9838,9840,62.03,Santo Ireneo Street,residential,0
9839,9840,23.84,Santo Ireneo Street,residential,0
9840,9841,60.79,Santo Ireneo Street,residential,0
9840,9838,62.03,Santo Ireneo Street,residential,0
9840,9839,23.84,Santo Ireneo Street,residential,0
9841,9840,60.79,Santo Ireneo Street,residential,0
9841,9398,233.28,Santa Catalina Street,residential,1
9842,7798,38.46,Kilyawan Street,residential,0
9842,7831,111.65,Kilyawan Street,residential,0
9842,8264,56.55,Lawin Street,residential,0
9843,7831,59.68,Adarna Street,residential,0
9843,8110,139.53,Adarna Street,residential,0
9843,8112,27.26,Pipit Street,residential,0
9844,4466,73.36,Jose Hontiveros Street,residential,0
9844,4504,80.86,Jose Hontiveros Street,residential,0
9844,9845,33.04,Ysip Street,residential,0
9845,9844,33.04,Ysip Street,residential,0
9846,9728,16.88,Diamond Avenue,residential,0
9847,9848,20.4,Saint Thaddeus Street,residential,0
9848,9847,20.4,Saint Thaddeus Street,residential,0
9848,5667,41.85,Saint Thaddeus Street,residential,0
9848,11135,175.3,Saint Thomas Street,residential,0
9849,9851,24.69,,residential,0
9849,9850,83.11,,residential,0
9849,11677,137.24,,residential,0
9850,9849,83.11,,residential,0
9851,9849,24.69,,residential,0
9851,2558,138.59,S. Flores Street,residential,0
9851,8117,63.03,S. Flores Street,residential,0
9852,13500,39.42,Akasya Street,residential,0
9852,2806,330.7,Commonwealth Avenue,primary,1
9853,9678,13.92,Cagayan Street,tertiary,0
9853,7514,253.28,Congressional Avenue,secondary,1
9854,8338,300.76,"['Vargas Lane', 'A. Limqueco Street']",residential,0
9855,4083,13.31,Cenacle Drive,tertiary,0
9855,8663,150.33,Cenacle Drive,tertiary,0
9855,8126,18.11,,residential,0
9856,3629,246.88,"['Renowned Lane', 'Hizon Drive']",residential,0
9857,760,90.24,Bagobo Street,residential,0
9858,782,120.72,Fitzgerald Street,residential,0
9858,7503,232.17,"['Heizer Street', 'Fitzgerald Street']",residential,0
9858,9861,46.14,Arciaga Street,residential,0
9859,12440,8.97,Fitzgerald Street,residential,0
9859,780,93.54,Fitzgerald Street,residential,0
9859,11206,92.3,H. Ventura Street,tertiary,1
9860,783,245.61,Carriedo Street,residential,0
9860,9741,253.04,Carriedo Street,residential,0
9860,8507,74.8,Stroebe Street,residential,0
9861,9858,46.14,Arciaga Street,residential,0
9861,12439,126.36,H. Ventura Street,tertiary,1
9861,11205,8.74,Arciaga Street,residential,0
9862,10077,50.13,West Avenue,primary,0
9862,9709,33.7,West Avenue,primary,1
9863,7944,70.04,,primary_link,1
9863,8753,101.69,Quezon Avenue,primary,1
9864,7436,146.29,Ayala Malls TriNoma Bypass Road,unclassified,1
9864,9664,47.93,Ayala Malls TriNoma Access Road,primary_link,1
9865,380,43.76,Scout Santiago Street,residential,0
9865,7771,51.46,Scout Santiago Street,residential,1
9866,8669,43.34,Tomas Morato Avenue,secondary,1
9866,9867,25.94,Scout Memorial Circle,primary,1
9867,9869,11.44,Scout Memorial Circle,primary,1
9868,9870,15.2,Scout Memorial Circle,primary,1
9869,9796,38.52,Timog Avenue,primary,1
9869,9868,27.06,Scout Memorial Circle,primary,1
9870,9872,39.75,Tomas Morato Avenue,tertiary,1
9870,10014,33.57,Scout Memorial Circle,primary,1
9871,10012,43.27,Timog Avenue,primary,1
9871,393,176.0,Timog Avenue,primary,0
9872,456,57.11,Tomas Morato Avenue,tertiary,0
9872,10014,45.83,Tomas Morato Avenue,tertiary,1
9873,1535,227.42,Scout Borromeo Street,tertiary,0
9873,3058,119.34,Scout Borromeo Street,tertiary,0
9873,1534,116.89,Scout Ybardolaza Street,tertiary,0
9873,451,176.19,Sergeant Esguerra Avenue,tertiary,0
9873,12425,122.33,Sergeant Esguerra Avenue,tertiary,0
9874,675,233.62,Scout Delgado Street,residential,1
9874,674,61.15,Tomas Morato Avenue,secondary,0
9874,676,53.92,Tomas Morato Avenue,secondary,0
9875,9876,26.44,,residential,0
9875,8059,19.84,Makabayan,residential,0
9875,8053,71.82,Makabayan,residential,0
9876,9875,26.44,,residential,0
9877,644,60.7,L. Sanghio Street,residential,0
9877,649,148.16,K-5th Street,residential,0
9877,1140,212.98,Park Avenue,residential,0
9878,7577,66.08,Tomas Morato Avenue,secondary,1
9879,9957,62.97,Tomas Morato Avenue,secondary,1
9880,9021,70.85,Narcissus Street,residential,0
9881,7659,87.93,South A Street,tertiary,0
9881,12535,69.31,South A Street,tertiary,1
9882,10019,12.68,Mother Ignacia Avenue,tertiary,1
9883,12009,36.15,Madre Silva Street,residential,0
9883,7679,115.81,Madre Silva Street,residential,1
9884,7676,97.14,Campupot Street,residential,0
9885,12198,6.85,Scout Chuatoco Street,secondary,0
9885,3080,112.02,Scout Chuatoco Street,tertiary,0
9885,7660,84.13,Mother Ignacia Avenue,secondary,0
9886,1031,233.59,Scout Ojeda Street,residential,0
9886,1032,167.84,Scout Reyes Street,tertiary,0
9886,1033,61.47,Scout Reyes Street,tertiary,0
9887,1083,12.67,,residential,1
9888,9022,34.45,Magnolia Street,residential,0
9889,3167,17.27,Velante Drive,residential,0
9890,2949,18.35,Velante Drive,residential,0
9891,1221,16.08,Filinvest Road,residential,0
9891,8788,38.53,Filinvest Road,residential,0
9891,11438,153.64,,unclassified,1
9892,12322,54.26,Commonwealth Avenue,primary,1
9893,10779,13.65,Ilang-ilang Street,residential,0
9893,6849,10.87,Ilang-ilang Street,residential,0
9893,6850,45.78,Sunflower Street,residential,0
9894,6846,9.98,Ilang-ilang Street,residential,0
9894,11839,50.21,Ilang-ilang Street,residential,0
9894,6845,70.95,,residential,0
9895,11841,19.5,Santan Street,residential,0
9895,6846,25.7,Santan Street,residential,0
9895,11840,60.48,,residential,0
9896,5348,70.59,Arba Street,residential,0
9896,9332,64.16,Muñoz Street,residential,0
9896,5331,67.31,Muñoz Street,residential,0
9897,10774,66.61,,residential,0
9897,6838,38.86,Masbate Street,residential,1
9898,6830,55.11,Kalinisan Street,residential,0
9898,7759,60.11,Kalinisan Street,residential,0
9898,10697,117.38,Kalinisan Street Extension,residential,0
9899,6844,105.75,Jasmin Street,residential,0
9899,6843,48.5,Jasmin Street,residential,0
9899,11841,118.03,,residential,0
9900,1223,47.62,Filinvest Road,residential,0
9900,8401,16.71,Filinvest Road,residential,0
9901,8572,20.42,,primary_link,0
9901,12381,91.4,IBP Road,primary,1
9902,9251,8.2,Kalusugan Street,residential,0
9902,6814,39.79,Kalusugan Street,residential,0
9902,6809,29.09,Katarungan Street,residential,0
9903,9250,46.73,,residential,0
9903,11418,19.36,Katarungan Street,residential,0
9903,6809,50.57,Katarungan Street,residential,0
9904,9255,15.62,Katangian Street,residential,0
9904,6812,69.78,Kaunlaran Street,residential,0
9904,9258,21.24,Katangian Street,residential,0
9905,9906,65.54,Jordan Street,residential,0
9906,9905,65.54,Jordan Street,residential,0
9906,10606,34.22,Jordan Street,residential,0
9906,10604,56.14,Carter Street,residential,0
9906,6767,124.53,Carter Street,residential,0
9907,7388,102.83,Orchids Street,residential,0
9908,9252,18.68,Kapatiran Street,residential,0
9909,9911,17.34,,residential,0
9910,6805,18.63,Kalusugan Street,residential,0
9910,6804,25.37,Kalusugan Street,residential,0
9910,9911,50.2,,residential,0
9911,9909,17.34,,residential,0
9911,9910,50.2,,residential,0
9911,9247,24.57,,residential,0
9912,9249,54.03,,residential,0
9913,11447,30.7,,residential,0
9913,11446,67.14,Kaibigan Street,residential,0
9913,9917,75.25,,residential,0
9913,11614,23.75,,residential,0
9914,11447,17.87,,residential,0
9914,9921,33.84,,residential,0
9914,9919,99.63,,residential,0
9915,6807,30.68,Kabihasnan Street,residential,0
9915,9254,69.66,,residential,0
9915,6814,152.47,Kabihasnan Street,residential,0
9916,9254,10.13,,residential,0
9916,6813,72.16,,residential,0
9916,11702,15.11,,residential,0
9917,9918,27.8,,residential,0
9917,9919,13.36,,residential,0
9917,9913,75.25,,residential,0
9918,10699,22.52,Kaunlaran Extension,residential,0
9918,9917,27.8,,residential,0
9918,11614,65.28,Kaunlaran Extension,residential,0
9919,9917,13.36,,residential,0
9919,10700,31.33,,residential,0
9919,9914,99.63,,residential,0
9920,11703,53.06,Kalayaan A,residential,0
9920,6800,43.18,Kalayaan A,residential,0
9920,10700,32.5,,residential,0
9921,6796,41.87,Kaibigan Street,residential,0
9921,11446,17.47,Kaibigan Street,residential,0
9921,9914,33.84,,residential,0
9922,9924,29.34,Samson Street,residential,0
9923,12793,13.18,Recto Street Extension,residential,0
9923,12790,27.1,,residential,0
9923,9268,86.45,Recto Street Extension,residential,0
9924,9922,29.34,Samson Street,residential,0
9924,8386,27.39,Samson Street,residential,0
9924,8388,71.55,,residential,0
9925,8443,15.08,,residential,0
9925,8439,48.72,,residential,0
9925,6801,138.37,,residential,0
9926,11597,23.38,,residential,0
9926,11606,41.99,,residential,0
9926,11131,24.25,,residential,0
9927,11597,78.46,,residential,0
9928,1560,6.06,Cordillera Street,tertiary,0
9928,3133,46.63,Luskot Street,residential,0
9928,1559,46.64,Cordillera Street,tertiary,0
9929,9068,24.87,Mayon Street,secondary,1
9929,65,18.11,Mabuhay Rotonda,primary,1
9930,6917,9.97,EDSA,primary,1
9930,10940,30.51,Quezon Avenue,primary,1
9931,6952,28.06,EDSA,primary,1
9931,12460,35.83,Quezon Avenue,primary,1
