id_hash,source_lat,source_lon,target_lat,target_lon,road_name,highway_type,source,target
hxvjrw,14.632551,121.0448471,14.6306965,121.0456745,EDSA,primary,7424,44
ir33qn,14.6577004,121.0357846,14.6554348,121.0352755,Mindanao Avenue,primary,7433,9296
1z1zt9,14.6108646,121.0548742,14.6108209,121.0547141,,,7440,13059
hll3uz,14.7012217,121.0352175,14.7007999,121.0349215,Quirino Highway,primary,7453,2437
h70lzd,14.6136872,121.0538758,14.6149876,121.0532988,EDSA,trunk,7455,7314
hhpqg5,14.6919187,121.0260267,14.6917798,121.0262386,,,7474,13242
z3zbi1,14.6919187,121.0260267,14.6890716,121.0294396,Mindanao Avenue,primary,7474,7559
qlnoqy,14.6923194,121.0293433,14.6906334,121.0278537,Quirino Highway,primary,7478,9580
nxy5sz,14.6917776,121.0322934,14.6915267,121.0330914,Don Julio Gregorio Street,tertiary,7484,6054
z6atj5,14.6532848,121.051969,14.6532085,121.0518465,Commonwealth Avenue,primary,7486,6998
lg9j2z,14.6615087,121.0643376,14.657443,121.058196,Commonwealth Avenue,primary,7487,9702
o32j0c,14.6274646,121.0475365,14.628555,121.0470307,EDSA,trunk,7488,46
ldgkx1,14.6214709,121.0500025,14.6213298,121.0500806,EDSA,primary,7506,9031
wlln73,14.6218427,121.050132,14.6240427,121.0490754,EDSA,primary,7507,7847
wlln73,14.6216888,121.0502055,14.6218427,121.050132,EDSA,primary,7508,7507
1mhdkx,14.6217479,121.0498655,14.6215736,121.0499577,EDSA,primary,7509,170
hg40dn,14.6582106,121.0197314,14.6577689,121.0193829,Congressional Avenue,secondary,7514,7515
afcpyp,14.6577689,121.0193829,14.6577329,121.0174683,EDSA,trunk,7515,3714
juje2n,14.6551282,121.0187444,14.654525,121.0186068,Fernando Poe Jr. Avenue,secondary,7518,2145
juje2n,14.6563108,121.0191642,14.6567722,121.0193779,,,7520,11157
mu7ohe,14.6549334,121.0303425,14.6499959,121.0335962,,,7521,13321
aenpia,14.6232658,121.053913,14.6239589,121.0553812,,,7529,13039
1vf8r9,14.6242553,121.0560089,14.6245408,121.0566024,Aurora Boulevard,primary,7530,2923
445fnx,14.6233842,121.0740565,14.6209217,121.0729341,Katipunan Avenue,primary,7531,550
2vucvm,14.6245119,121.0748582,14.6237414,121.074347,Major S. Dizon Street,tertiary,7532,72
wte3xl,14.6257139,121.0589342,14.6260124,121.0595286,Aurora Boulevard,primary,7533,8177
e8o6q7,14.6265444,121.0603954,14.6264189,121.0601383,Aurora Boulevard,primary,7534,2467
nwa5ol,14.6269233,121.0613666,14.6272812,121.0621187,,,7535,12124
g0ua3q,14.7086767,121.0390501,14.7084887,121.039013,Quirino Highway,primary,7536,5575
g0ua3q,14.7086767,121.0390501,14.7090816,121.0391371,Quirino Highway,primary,7536,5551
47goeu,14.6249875,121.0664499,14.6246038,121.0674228,Antonio Luna Street,tertiary,7542,552
47goeu,14.6255427,121.0660454,14.6250604,121.0663942,Antonio Luna Street,tertiary,7545,1291
uvbfl2,14.6255427,121.0660454,14.6260174,121.0656804,Antonio Luna Street,tertiary,7545,1232
uqdbg2,14.6255573,121.070705,14.6259602,121.0705614,Jose P. Rizal Street,tertiary,7551,1274
uqdbg2,14.6255573,121.070705,14.6251968,121.070831,Jose P. Rizal Street,tertiary,7551,1279
v9lbc4,14.6207365,121.0591885,14.6200931,121.0594963,15th Avenue,secondary,7556,99
axekzj,14.6283573,121.0665125,14.6278057,121.0632577,,,7557,12463
2x5bpx,14.6891074,121.0297323,14.6920386,121.026172,Mindanao Avenue,primary,7558,7401
vkebaj,14.6890716,121.0294396,14.6888846,121.0297696,Mindanao Avenue,primary,7559,7402
y5272g,14.6800579,121.0191609,14.6800897,121.0189261,Tandang Sora Avenue,secondary,7561,7093
y4gi2d,14.7111904,121.0240026,14.7112236,121.0243467,East Berkely Street,tertiary,7562,5875
y4gi2d,14.7111904,121.0240026,14.7110719,121.0229516,East Berkely Street,tertiary,7562,5886
xu2l33,14.7185158,121.0210113,14.7179144,121.0208749,Katipunan Extension,secondary,7563,7602
v0l0dc,14.7197336,121.0211422,14.7200663,121.0202282,General Luis Street,primary,7564,7110
ci6ljj,14.7197336,121.0211422,14.7185158,121.0210113,Katipunan Extension,secondary,7564,7563
2abepi,14.7226946,121.0415823,14.7254241,121.0412372,Quirino Highway,primary,7567,5425
2abepi,14.7226946,121.0415823,14.7222561,121.0416665,Quirino Highway,primary,7567,407
2mdpyu,14.6583098,121.0360995,14.6586192,121.0361732,Mindanao Avenue,primary,7568,7570
ir33qn,14.658668,121.0360028,14.6584272,121.035948,Mindanao Avenue,primary,7569,7571
2mdpyu,14.6586192,121.0361732,14.6602747,121.0365228,,,7570,11025
ir33qn,14.6584272,121.035948,14.6577004,121.0357846,Mindanao Avenue,primary,7571,7433
6d71ub,14.6263895,121.0334182,14.6240881,121.0329243,Tomas Morato Avenue,secondary,7577,9803
a6jsk6,14.6263895,121.0334182,14.6270148,121.0335915,,,7577,10014
1mfv4f,14.6979571,121.0871565,14.6968061,121.0871697,Commonwealth Avenue,primary,7579,4863
uhuw1r,14.634822,121.0587602,14.6352578,121.0586322,Anonas Street Extension,secondary,7580,7581
ibevbn,14.6352578,121.0586322,14.634822,121.0587602,Anonas Street Extension,secondary,7581,7580
ibevbn,14.6352578,121.0586322,14.635568,121.0585336,,,7581,11069
st6pug,14.5918398,121.0600189,14.5907199,121.0612879,Ortigas Avenue,primary,7596,4781
xu2l33,14.7173359,121.0207895,14.7170944,121.0207628,Katipunan Extension,secondary,7599,8831
bsbg9m,14.7164754,121.0210334,14.7180612,121.0222314,Samonte Road,residential,7600,7269
xu2l33,14.71762,121.0208285,14.7173359,121.0207895,Katipunan Extension,secondary,7601,7599
xu2l33,14.7179144,121.0208749,14.71762,121.0208285,Katipunan Extension,secondary,7602,7601
bsbg9m,14.7194509,121.0223104,14.7180612,121.0222314,Samonte Road,residential,7603,7269
v0l0dc,14.7194509,121.0223104,14.7197336,121.0211422,General Luis Street,primary,7603,7564
hhpqg5,14.69211,121.0249443,14.6919187,121.0260267,Mindanao Avenue,primary,7604,7474
yrku05,14.6922555,121.0249615,14.692283,121.0245717,Mindanao Avenue,primary,7606,870
5qdcws,14.6824324,121.0208406,14.6825586,121.0209566,Quirino Highway,primary,7608,7607
7atzb5,14.6734599,121.0572214,14.6736741,121.0558742,Congressional Avenue Extension,primary,7623,7624
7atzb5,14.6736741,121.0558742,14.6737644,121.055248,Congressional Avenue Extension,primary,7624,7625
7atzb5,14.6737644,121.055248,14.6739001,121.0541389,,,7625,10916
dtbdkd,14.6739331,121.0536637,14.6737311,121.0509907,Congressional Avenue Extension,primary,7626,7627
dtbdkd,14.6737311,121.0509907,14.6734318,121.0492327,Congressional Avenue Extension,primary,7627,3760
jc6k40,14.6726711,121.0614765,14.6724482,121.0629641,,,7628,10912
h4xg5e,14.6718986,121.0685807,14.6719468,121.0675186,Congressional Avenue Extension,primary,7629,8686
ma1zm5,14.6718986,121.0685807,14.6726623,121.0688682,Luzon Avenue,secondary,7629,3585
c9r5uc,14.6718921,121.0434804,14.6720261,121.0434897,Visayas Avenue,secondary,7630,2185
koq6cw,14.6718921,121.0434804,14.6723775,121.0456438,Congressional Avenue Extension,primary,7630,7631
oqk4q5,14.6723775,121.0456438,14.6729027,121.0479401,Congressional Avenue Extension,primary,7631,7761
6ccu6t,14.7337273,121.0674351,14.7347485,121.0674305,Ascencion Avenue,tertiary,7637,9744
6ccu6t,14.7337273,121.0674351,14.7334492,121.0674381,Ascencion Avenue,tertiary,7637,4636
ma1zm5,14.6775931,121.0692878,14.6762091,121.0692193,Luzon Avenue,secondary,7638,3426
52i85u,14.7080388,121.0306402,14.707919,121.0316489,Pablo dela Cruz Street,tertiary,7640,4235
juje2n,14.6557483,121.0189498,14.6563108,121.0191642,Fernando Poe Jr. Avenue,secondary,7641,7520
juje2n,14.6557483,121.0189498,14.6551282,121.0187444,Fernando Poe Jr. Avenue,secondary,7641,7518
srnh30,14.6576737,121.0143313,14.6576709,121.0141721,,,7653,12329
oyg0av,14.6575269,121.0193436,14.6575223,121.0198308,EDSA,trunk,7654,7658
ved68l,14.6575269,121.0193436,14.6563108,121.0191642,Fernando Poe Jr. Avenue,secondary,7654,7520
51od7m,14.6575223,121.0198308,14.6568747,121.0238004,,,7658,12800
fiyst,14.6105678,121.0132534,14.6104496,121.0132646,Santol Street,tertiary,7662,8950
fiyst,14.6105678,121.0132534,14.6108265,121.0132038,Santol Street,tertiary,7662,3082
izul1q,14.6204829,121.050749,14.621422,121.0503372,EDSA,primary,7663,9030
83kuw9,14.6105405,121.0757746,14.6101036,121.0760315,E. Rodriguez Jr. Avenue,primary,7667,6977
yu9zhs,14.6351585,121.0435568,14.6372654,121.0421727,EDSA,trunk,7673,3528
qr7b9l,14.6945266,121.0875097,14.6958398,121.0875186,Commonwealth Avenue,primary,7681,9069
wio7bc,14.6302306,121.0170348,14.6301845,121.0172392,Scout Chuatoco Street,secondary,7687,2956
yztq06,14.6302306,121.0170348,14.6305057,121.0158131,Scout Chuatoco Street,secondary,7687,144
v13vxy,14.6288205,121.0234434,14.6284631,121.0250824,Scout Chuatoco Street,tertiary,7690,1033
v13vxy,14.6288205,121.0234434,14.6291865,121.0217646,Scout Chuatoco Street,tertiary,7690,3000
4qohk2,14.6294045,121.0304423,14.6291069,121.0318305,Don Alejandro Roces Avenue,secondary,7693,1026
gs7ii2,14.6371278,121.045905,14.6337616,121.0451348,East Avenue,primary,7698,9682
oapsh0,14.6364832,121.02801,14.6365586,121.0276022,Timog Avenue,primary,7705,8
oapsh0,14.6368318,121.0265586,14.6373179,121.0265469,"Primary Link Road (7706, 7345)",primary_link,7706,7345
oapsh0,14.6368318,121.0265586,14.6371042,121.0262022,Timog Avenue,primary,7706,9354
u2q0mz,14.6138649,121.0673894,14.613608,121.0663098,,,7707,10128
u2q0mz,14.6144961,121.0698466,14.6143348,121.0691956,Colonel Bonny Serrano Avenue,secondary,7708,7254
jn9uuh,14.6898694,121.0286611,14.690577,121.0279178,Mindanao Avenue,primary,7711,9110
izul1q,14.618171,121.0518211,14.6202833,121.0508401,EDSA,primary,7714,7718
izul1q,14.6202833,121.0508401,14.6204829,121.050749,EDSA,primary,7718,7663
9a9ks3,14.6661136,121.0719416,14.6664823,121.0724907,Commonwealth Village,residential,7723,8412
nhwz09,14.6470775,121.0401615,14.6466264,121.0403905,,,7727,10087
j165m7,14.6417687,121.0456185,14.6410973,121.0468185,Senator Miriam P. Defensor-Santiago Avenue,secondary,7728,8970
iktbsr,14.638948,121.0070925,14.6391611,121.0069299,Gregorio Araneta Avenue,primary,7732,1214
szmnxe,14.647009,121.0355544,14.6467967,121.035691,EDSA,trunk,7733,9692
wqqi5f,14.6331735,121.0430342,14.633242,121.0427486,,,7734,13369
wqqi5f,14.6331735,121.0430342,14.6330673,121.0435113,Timog Avenue,primary,7734,7735
wqqi5f,14.6330673,121.0435113,14.632903,121.0441367,Timog Avenue,primary,7735,7872
wqqi5f,14.6330673,121.0435113,14.6331735,121.0430342,Timog Avenue,primary,7735,7734
gs7ii2,14.6380048,121.0461124,14.6374732,121.0459862,East Avenue,primary,7737,3056
k0hgal,14.6380048,121.0461124,14.6379812,121.0462198,V. Luna Road,secondary,7737,160
aff2do,14.6461203,121.0409187,14.6463587,121.0407576,Senator Miriam P. Defensor-Santiago Avenue,secondary,7738,9690
b87m3g,14.6462749,121.0406132,14.6460522,121.0408097,Senator Miriam P. Defensor-Santiago Avenue,secondary,7739,7740
8fq5n9,14.6462749,121.0406132,14.6460949,121.0403316,,,7739,10086
b87m3g,14.6460522,121.0408097,14.6458689,121.0409536,,,7740,10089
9iimor,14.6456281,121.0530916,14.647066,121.0521504,,,7741,12577
oat7uy,14.642873,121.0543276,14.6453151,121.0532836,Kalayaan Avenue,secondary,7743,7742
3qe859,14.6361487,121.0546426,14.6393323,121.0549352,Kalayaan Avenue,secondary,7744,7747
oat7uy,14.6421014,121.0545609,14.642873,121.0543276,Kalayaan Avenue,secondary,7745,7743
oat7uy,14.6412757,121.0547325,14.6421014,121.0545609,Kalayaan Avenue,secondary,7746,7745
4mpvu4,14.6393323,121.0549352,14.6393631,121.055739,Matino Street,tertiary,7747,2816
oat7uy,14.6393323,121.0549352,14.6412757,121.0547325,Kalayaan Avenue,secondary,7747,7746
wsvevd,14.6551973,121.0467055,14.6551018,121.0467699,Visayas Avenue,secondary,7748,6956
unk0sd,14.6331285,121.044514,14.6330079,121.0445936,EDSA,primary,7749,51
iwml5k,14.6331285,121.044514,14.63302,121.0442792,Timog Avenue,primary,7749,2767
2z6zwy,14.6095823,121.043249,14.6098613,121.043181,"Secondary Link Road (7752, 7753)",secondary_link,7752,7753
2z6zwy,14.6095823,121.043249,14.6087541,121.0451961,Colonel Bonny Serrano Avenue,secondary,7752,1570
2z6zwy,14.6095823,121.043249,14.6096503,121.0429708,,,7752,10237
9x48tl,14.6304015,121.0740387,14.6275702,121.0741068,Katipunan Avenue,primary,7754,750
hcytyt,14.632085,121.0749746,14.6325141,121.0758115,Marcos Highway,primary,7755,77
fivhz6,14.6914158,121.0961032,14.6917287,121.0963363,Batasan Road,secondary,7757,8432
joqo5z,14.6890279,121.0936184,14.6894962,121.0941362,,,7758,11507
cu8t3c,14.6870815,121.0915898,14.6877249,121.0922449,Batasan Road,primary,7759,9080
joqo5z,14.6913629,121.096049,14.6914158,121.0961032,Batasan Road,primary,7760,7757
oqk4q5,14.6729027,121.0479401,14.6733064,121.0490987,Congressional Avenue Extension,primary,7761,7349
kwd6nk,14.678991,121.0460908,14.6791593,121.0462522,Himlayan Road,tertiary,7765,7764
kwd6nk,14.678991,121.0460908,14.6772353,121.0460998,Himlayan Road,tertiary,7765,4036
kwd6nk,14.6800518,121.0466424,14.6801913,121.0466541,Himlayan Road,tertiary,7766,3960
kwd6nk,14.6800518,121.0466424,14.6791593,121.0462522,Himlayan Road,tertiary,7766,7764
oapsh0,14.6363246,121.028776,14.6364832,121.02801,Timog Avenue,primary,7770,7705
oapsh0,14.636243,121.0291264,14.6357976,121.0311725,Timog Avenue,primary,7771,372
oapsh0,14.636243,121.0291264,14.6363246,121.028776,Timog Avenue,primary,7771,7770
u6p2xx,14.73109,121.0473781,14.725226,121.0487433,Commonwealth Avenue,primary,7799,1659
sh5dat,14.731106,121.0475101,14.73109,121.0473781,Quirino Highway,primary,7800,7799
axtcvk,14.724705,121.0494031,14.7249337,121.0492122,,,7801,12246
59hsyd,14.6693169,121.0096492,14.6684045,121.0088251,Quirino Highway,primary,7814,4128
nwki8b,14.6741971,121.0139875,14.673243,121.0131698,Quirino Highway,primary,7825,7823
o32j0c,14.6257257,121.048331,14.6274646,121.0475365,EDSA,trunk,7834,7488
wifwck,14.6257257,121.048331,14.6260378,121.0490802,New York Avenue,tertiary,7834,336
a6jsk6,14.6273422,121.0336589,14.6276044,121.033722,,,7835,9877
d0cpdd,14.6272726,121.0339005,14.6274061,121.0342159,Kamuning Road,secondary,7837,12
4qohk2,14.6287079,121.0336911,14.6284704,121.033852,,,7838,9953
4qohk2,14.6287079,121.0336911,14.6286622,121.0339063,,,7838,10013
jf1n0l,14.6281532,121.0469454,14.6280015,121.0470108,EDSA,trunk,7841,7842
jf1n0l,14.6280015,121.0470108,14.6273697,121.0473089,EDSA,trunk,7842,7918
pw9zu2,14.6617351,121.044313,14.6629723,121.0440272,Visayas Avenue,secondary,7844,1875
wsvevd,14.6617106,121.0441997,14.6597585,121.0446433,Visayas Avenue,secondary,7845,1803
lufa8k,14.661277,121.0444193,14.6614647,121.0443759,,,7846,13171
xo4k1l,14.6240427,121.0490754,14.6257257,121.048331,EDSA,trunk,7847,7834
x265y6,14.6161209,121.0524458,14.614891,121.0530802,EDSA,primary,7848,7313
x265y6,14.616466,121.0522781,14.6161209,121.0524458,EDSA,primary,7849,7848
ai9ygj,14.616466,121.0522781,14.6164878,121.0515928,Pedro Tuazon Boulevard,secondary,7849,2442
p2jgu6,14.6164458,121.0526466,14.616718,121.0525169,,,7850,10815
hg3c25,14.6402213,121.0152025,14.6401564,121.0147507,Del Monte Avenue,secondary,7854,7297
hg3c25,14.6401002,121.0142045,14.6401564,121.0147507,Del Monte Avenue,secondary,7855,7297
hg3c25,14.6401002,121.0142045,14.639953,121.0131261,Del Monte Avenue,secondary,7855,920
t40kf2,14.6660104,121.0313975,14.6655192,121.0297593,Congressional Avenue,secondary,7856,860
th9mqd,14.6796001,121.0319542,14.678062,121.0320068,Mindanao Avenue,primary,7858,3866
ku3mgd,14.6795995,121.0321324,14.6799174,121.0321237,Mindanao Avenue,primary,7859,3724
3lk4tc,14.6343083,121.0216652,14.6344588,121.0219089,Quezon Avenue,primary,7863,7864
3lk4tc,14.6343083,121.0216652,14.6344959,121.0215352,"Primary Link Road (7863, 7866)",primary_link,7863,7866
3lk4tc,14.6344588,121.0219089,14.634865,121.0225667,Quezon Avenue,primary,7864,1543
d1tlb9,14.6346539,121.0217843,14.6344959,121.0215352,Quezon Avenue,primary,7865,7866
d1tlb9,14.6346539,121.0217843,14.6344588,121.0219089,"Primary Link Road (7865, 7864)",primary_link,7865,7864
d1tlb9,14.6344959,121.0215352,14.6327201,121.0186941,Quezon Avenue,primary,7866,8158
uuh1ck,14.7236069,121.0309777,14.7239548,121.0301961,Llano Road,secondary,7871,6316
uuh1ck,14.7236069,121.0309777,14.7231125,121.0316091,Llano Road,secondary,7871,6314
wqqi5f,14.632903,121.0441367,14.6330079,121.0445936,Timog Avenue,primary,7872,51
unk0sd,14.632903,121.0441367,14.632551,121.0448471,"Primary Link Road (7872, 7424)",primary_link,7872,7424
2mmy04,14.7335238,121.0522709,14.7328875,121.0504682,Quirino Highway,primary,7885,404
7ojahc,14.7242051,121.0277665,14.7243939,121.0270506,Llano Road,secondary,7896,6357
7ojahc,14.724708,121.0265813,14.7244625,121.0268324,Llano Road,secondary,7897,6356
nmqgkq,14.6658735,121.0314411,14.6663489,121.0324705,Congressional Avenue,secondary,7916,7408
nmqgkq,14.6652207,121.0291207,14.6658735,121.0314411,Congressional Avenue,secondary,7917,7916
svmmoh,14.6524613,121.0448945,14.6538106,121.0387128,,,7922,12165
d6yfmu,14.6723134,121.0433446,14.6719359,121.043091,"Primary Link Road (7936, 7938)",primary_link,7936,7938
641btz,14.6723134,121.0433446,14.6719908,121.0433359,Visayas Avenue,secondary,7936,867
9lcsxf,14.6722717,121.0435062,14.6728555,121.0435455,Visayas Avenue,secondary,7937,9713
wauhiv,14.6719359,121.043091,14.6715152,121.0411862,Congressional Avenue,primary,7938,2748
jj4sy7,14.6720896,121.0437887,14.6722717,121.0435062,"Primary Link Road (7939, 7937)",primary_link,7939,7937
jj4sy7,14.6720896,121.0437887,14.6720261,121.0434897,Congressional Avenue Extension,primary,7939,2185
ae0f12,14.6317769,121.0175997,14.633297,121.0200274,Quezon Avenue,primary,7944,1039
e83z9h,14.6652457,121.0660671,14.6657403,121.0634368,Tandang Sora Avenue,secondary,7957,3304
e83z9h,14.6652457,121.0660671,14.6645791,121.067413,,,7957,12812
me9aya,14.6679087,121.0565091,14.6681904,121.0556194,Tandang Sora Avenue,secondary,7962,3228
e83z9h,14.6679087,121.0565091,14.6674707,121.058352,,,7962,10221
me9aya,14.6689109,121.0543374,14.669213,121.0538765,Tandang Sora Avenue,secondary,7963,142
me9aya,14.6689109,121.0543374,14.6682658,121.0554792,Tandang Sora Avenue,secondary,7963,7964
me9aya,14.6682658,121.0554792,14.6681904,121.0556194,Tandang Sora Avenue,secondary,7964,3228
me9aya,14.6682658,121.0554792,14.6689109,121.0543374,Tandang Sora Avenue,secondary,7964,7963
kokxrw,14.7022724,121.089362,14.7019963,121.0893599,Payatas Road,primary,7965,9220
x2yp65,14.6757277,121.0821757,14.6767546,121.0827766,,,7968,12607
32xiqd,14.6618944,121.0648865,14.6615087,121.0643376,Commonwealth Avenue,primary,8033,7487
dkvdfg,14.6086903,121.0775225,14.6094812,121.0767817,E. Rodriguez Jr. Avenue,primary,8034,754
83kuw9,14.6085692,121.0773845,14.607312,121.0784972,,,8035,11953
v13vxy,14.6278013,121.0281663,14.6280104,121.0271865,Scout Chuatoco Street,tertiary,8049,1029
2i12sa,14.6278013,121.0281663,14.6275667,121.0292689,Scout Chuatoco Street,tertiary,8049,145
wxqdx8,14.6279967,121.0293671,14.6280922,121.0293889,Scout Tobias Street,tertiary,8057,1027
wxqdx8,14.6279967,121.0293671,14.6275667,121.0292689,Scout Tobias Street,tertiary,8057,145
odmq3y,14.6543106,121.0745394,14.6556708,121.0745606,Katipunan Avenue,primary,8065,8066
odmq3y,14.6556708,121.0745606,14.6575699,121.0745141,Katipunan Avenue,primary,8066,8407
u0el57,14.6550232,121.074236,14.6546681,121.0742491,Katipunan Avenue,primary,8067,8068
u0el57,14.6546681,121.0742491,14.6535903,121.0742817,Katipunan Avenue,primary,8068,38
e9gyg1,14.6650635,121.035997,14.6639082,121.0363992,Mindanao Avenue,primary,8069,861
1dpy9l,14.6174343,121.0712481,14.6154161,121.0704908,,,8081,10244
a4hghg,14.6180752,121.0715981,14.612948,121.0751704,"Katipunan Avenue, Colonel Bonny Serrano Avenue, C-5-Bonny Serrano Flyover",primary,8082,6987
83kuw9,14.6117091,121.0754503,14.6105405,121.0757746,E. Rodriguez Jr. Avenue,primary,8085,7667
f4jef6,14.6129199,121.0753289,14.6142534,121.0750719,E. Rodriguez Jr. Avenue,primary,8086,8135
prcrz,14.6129199,121.0753289,14.6150979,121.073087,"Colonel Bonny Serrano Avenue, C-5-Bonny Serrano Flyover",primary,8086,6944
f4jef6,14.615094,121.0749013,14.6154364,121.074826,,,8087,10907
xfvrhx,14.6136706,121.0704852,14.6111022,121.0708381,,,8089,11143
xfvrhx,14.6136706,121.0704852,14.6143057,121.0706759,,,8089,10892
np3w5p,14.6147763,121.0726532,14.6180259,121.0717396,"Katipunan Avenue, Colonel Bonny Serrano Avenue",primary,8090,8083
np3w5p,14.6147763,121.0726532,14.6146912,121.072006,Colonel Bonny Serrano Avenue,primary,8090,8091
w0feok,14.6145443,121.0707237,14.6144151,121.071068,,,8092,10891
1ak5wm,14.6571272,121.0576801,14.6549164,121.0542273,,,8108,12161
9fvdw2,14.6928417,121.0871679,14.6905577,121.0871414,Commonwealth Avenue,primary,8116,4518
badb94,14.6367108,121.0520508,14.6368358,121.0514868,V. Luna Road,secondary,8127,2831
badb94,14.6367108,121.0520508,14.6365901,121.0526156,V. Luna Road,secondary,8127,2839
f4jef6,14.6142534,121.0750719,14.6145061,121.0750163,E. Rodriguez Jr. Avenue,primary,8135,6988
g29kmq,14.642693,121.0266326,14.6426627,121.0265234,,,8148,12751
g29kmq,14.642693,121.0266326,14.6426304,121.0270646,Del Monte Avenue,secondary,8148,8150
2wzltk,14.6426304,121.0270646,14.6424763,121.0270282,,,8150,10095
2wzltk,14.6426304,121.0270646,14.6427077,121.0270851,West Avenue,primary,8150,9708
lnzxl1,14.5939703,121.0589336,14.5954985,121.0594219,,,8151,10813
q1pki0,14.6371967,121.0259865,14.6370382,121.026104,"Primary Road (8153, 9355)",primary,8153,9355
6m24vg,14.6371967,121.0259865,14.6368873,121.0255026,Quezon Avenue,primary,8153,898
ti8290,14.6372647,121.0260919,14.6376379,121.0259674,West Avenue,primary,8154,8156
6m24vg,14.6372647,121.0260919,14.6371967,121.0259865,Quezon Avenue,primary,8154,8153
6m24vg,14.6374637,121.0263935,14.6372647,121.0260919,Quezon Avenue,primary,8155,8154
ti8290,14.6374637,121.0263935,14.6376379,121.0259674,"Primary Link Road (8155, 8156)",primary_link,8155,8156
lczqjk,14.6376379,121.0259674,14.6380164,121.0260082,,,8156,9860
2wzltk,14.6399223,121.0264449,14.6403635,121.0265446,West Avenue,primary,8157,462
2wzltk,14.6399223,121.0264449,14.6388479,121.0262022,West Avenue,primary,8157,8165
z8ew58,14.6327201,121.0186941,14.6326861,121.0186373,Quezon Avenue,primary,8158,894
wrqhpc,14.6327201,121.0186941,14.6335441,121.0181341,Fernando Poe Jr. Avenue,secondary,8158,901
46ay89,14.6290746,121.0126809,14.6318936,121.0097062,,,8159,11005
wyr79,14.6354456,121.018149,14.6344277,121.0179961,Fernando Poe Jr. Avenue,secondary,8163,8160
6ymi38,14.632158,121.0093232,14.6305049,121.0110259,Gregorio Araneta Avenue,primary,8164,295
2wzltk,14.6388479,121.0262022,14.6399223,121.0264449,West Avenue,primary,8165,8157
2wzltk,14.6388479,121.0262022,14.638456,121.0261115,,,8165,10075
lzi5sl,14.647909,121.0283421,14.6488749,121.0285655,West Avenue,primary,8166,3860
2v56ey,14.6418093,121.0233656,14.6419332,121.0238083,Del Monte Avenue,secondary,8168,8171
2v56ey,14.6418093,121.0233656,14.6416867,121.0229047,Del Monte Avenue,secondary,8168,922
2v56ey,14.6419332,121.0238083,14.6420582,121.0242461,Del Monte Avenue,secondary,8171,929
2v56ey,14.6419332,121.0238083,14.6418093,121.0233656,Del Monte Avenue,secondary,8171,8168
2v56ey,14.6421899,121.0246761,14.6423082,121.0250969,Del Monte Avenue,secondary,8172,932
2v56ey,14.6421899,121.0246761,14.6420582,121.0242461,Del Monte Avenue,secondary,8172,929
21vrl8,14.6245838,121.0090553,14.623547,121.0079278,Quezon Avenue,primary,8175,2178
g6t3l4,14.6245044,121.0091955,14.6246385,121.0093439,Quezon Avenue,primary,8176,9196
wte3xl,14.6260124,121.0595286,14.6264571,121.0604418,Aurora Boulevard,primary,8177,538
369k9p,14.718946,121.0540125,14.7179646,121.0548063,Commonwealth Avenue,primary,8213,4736
yz4fuq,14.7047274,121.0818015,14.7047117,121.0818804,,,8220,10756
dekqcp,14.7044133,121.0838822,14.7050312,121.0821212,,,8222,11173
j664pq,14.6567889,121.0241626,14.6563663,121.0259984,,,8223,12560
nh8lpp,14.6461153,121.052666,14.6455864,121.0530027,Kalayaan Avenue,secondary,8225,138
5qdcws,14.6852051,121.023672,14.6860024,121.0241091,Quirino Highway,primary,8259,4038
5qdcws,14.6852051,121.023672,14.6846846,121.0229774,Quirino Highway,primary,8259,3862
uo6w4m,14.6715684,121.0686012,14.6718986,121.0685807,Luzon Avenue,primary,8261,7629
u327wu,14.7338883,121.0534411,14.7337212,121.0529089,,,8275,12284
u327wu,14.7338883,121.0534411,14.7342607,121.054505,Quirino Highway,primary,8275,2803
59hsyd,14.6682635,121.0087012,14.6684045,121.0088251,Quirino Highway,primary,8284,4128
59hsyd,14.6682635,121.0087012,14.6676439,121.0081477,Quirino Highway,primary,8284,7824
59hsyd,14.6696655,121.0099788,14.6693169,121.0096492,Quirino Highway,primary,8297,7814
cizdae,14.6575613,121.0065799,14.657483,121.0020589,EDSA,trunk,8309,8569
vt6e25,14.6950345,121.0315295,14.6953404,121.0317226,,,8321,12513
nwki8b,14.6727279,121.0127341,14.673243,121.0131698,Quirino Highway,primary,8326,7823
qrckdk,14.7104029,121.0265627,14.7104992,121.0278028,Magsaysay Avenue,tertiary,8329,5879
5jhr1r,14.7104029,121.0265627,14.7103921,121.0264342,Magsaysay Avenue,tertiary,8329,5877
5qdcws,14.6841725,121.0223325,14.684532,121.02272,Quirino Highway,primary,8330,7092
5qdcws,14.6841725,121.0223325,14.6825586,121.0209566,Quirino Highway,primary,8330,7607
kohi04,14.6667234,121.0432376,14.667645,121.0432781,Visayas Avenue,secondary,8338,3891
pana3t,14.6904101,121.0277657,14.690577,121.0279178,Quirino Highway,primary,8340,9110
vkebaj,14.6904101,121.0277657,14.6892045,121.0291512,,,8340,10395
b7awg4,14.6781462,121.0172802,14.6780433,121.0171886,Quirino Highway,primary,8346,7595
b7awg4,14.6781462,121.0172802,14.6790288,121.018027,Quirino Highway,primary,8346,3712
