id_hash,source_lat,source_lon,target_lat,target_lon,road_name,highway_type,source,target
lms8m4,14.613805,121.034709,14.6150754,121.0369468,,,1566,11001
z4ewvb,14.6126016,121.0324263,14.6118389,121.0328593,Broadway Avenue,tertiary,1567,1094
9j2fl0,14.6126016,121.0324263,14.613805,121.034709,Aurora Boulevard,primary,1567,1566
rhdnpk,14.6055461,121.0186831,14.6056923,121.0188367,Aurora Boulevard,primary,1568,1565
2z6zwy,14.6087541,121.0451961,14.6086802,121.0456728,,,1570,11495
2z6zwy,14.6087541,121.0451961,14.6095823,121.043249,Colonel Bonny Serrano Avenue,secondary,1570,7752
ljat26,14.6100842,121.0368028,14.6104788,121.0365882,Senator Jose O. Vera Street,primary,1571,3318
h39gn3,14.6100842,121.0368028,14.6089326,121.0376766,,,1571,12226
7zxnnr,14.6131413,121.0537984,14.6118555,121.0544198,EDSA,secondary,1572,1871
fmr1sq,14.6446152,121.0050889,14.6422284,121.0058852,,,1621,12232
ajfo12,14.7218996,121.0526222,14.7214433,121.0521258,Mindanao Avenue,secondary,1656,729
27z26a,14.719044,121.0541302,14.7213398,121.0522131,Commonwealth Avenue,primary,1657,1665
ajfo12,14.7244952,121.0554343,14.7218996,121.0526222,Mindanao Avenue,secondary,1658,1656
o0y6s2,14.725226,121.0487433,14.7248282,121.0490817,,,1659,12247
javw1i,14.7243949,121.0555208,14.7267096,121.0580344,Mindanao Avenue,secondary,1661,1662
uhd3fj,14.7267096,121.0580344,14.7268113,121.0579474,Belfast Avenue,secondary,1662,267
rhcga0,14.7267096,121.0580344,14.7293637,121.060926,Mindanao Avenue,secondary,1662,9449
qzoe1n,14.7217949,121.052698,14.7243949,121.0555208,Mindanao Avenue,secondary,1663,1661
lx2mfg,14.7212575,121.0521244,14.7213398,121.0522131,Mindanao Avenue,secondary,1664,1665
369k9p,14.7212575,121.0521244,14.718946,121.0540125,Commonwealth Avenue,primary,1664,8213
27z26a,14.7213398,121.0522131,14.7214433,121.0521258,Commonwealth Avenue,primary,1665,729
qzoe1n,14.7213398,121.0522131,14.7217949,121.052698,Mindanao Avenue,secondary,1665,1663
iktbsr,14.6359707,121.0088917,14.638948,121.0070925,Gregorio Araneta Avenue,primary,1715,7732
kw4wg3,14.6393042,121.008088,14.6395183,121.0097531,Del Monte Avenue,secondary,1717,1668
46ay89,14.6305837,121.0111754,14.6325807,121.0092901,Gregorio Araneta Avenue,primary,1725,284
rnq7rf,14.6125167,121.0069471,14.6128423,121.0071131,Bayani Road,tertiary,1748,2172
ck0do,14.6067568,121.0197187,14.6058036,121.0187201,Aurora Boulevard,primary,1749,1564
u57r57,14.6114986,121.0170043,14.6134503,121.016905,Gregorio Araneta Avenue,primary,1767,1765
cyjjhk,14.6328232,121.0740977,14.6325012,121.0740839,,,1774,13609
4psbb0,14.6328179,121.0743834,14.6333049,121.0744103,Katipunan Avenue,primary,1775,496
zb2weo,14.6187936,121.0431762,14.6190316,121.0435788,Aurora Boulevard,primary,1776,3037
l42xt5,14.6167019,121.0396953,14.6152238,121.040612,Balete Drive,tertiary,1777,3005
zb2weo,14.6167019,121.0396953,14.6182223,121.0422304,Aurora Boulevard,primary,1777,3322
wsvevd,14.6587479,121.0449298,14.6575701,121.0453866,Visayas Avenue,secondary,1802,7394
wsvevd,14.6597585,121.0446433,14.6587479,121.0449298,Visayas Avenue,secondary,1803,1802
su8wpz,14.6629532,121.0439136,14.6617106,121.0441997,Visayas Avenue,secondary,1804,7845
lgsrdr,14.5930397,121.0586102,14.5928399,121.0588332,Ortigas Avenue,primary,1859,7830
cs290t,14.5930397,121.0586102,14.5931803,121.0586597,EDSA,primary,1859,166
j664pq,14.6556223,121.0293904,14.6549334,121.0303425,EDSA,trunk,1860,7521
g3myxf,14.6556223,121.0293904,14.6543151,121.0296837,West Avenue,primary,1860,9655
4fiene,14.6537131,121.0385301,14.6536819,121.0386706,North Avenue,primary,1863,9672
s6np33,14.6537131,121.0385301,14.6534367,121.0384867,,,1863,10050
8q8p2n,14.614481,121.0532696,14.6140476,121.053468,EDSA,trunk,1864,9071
7zxnnr,14.613561,121.0536039,14.6131413,121.0537984,EDSA,secondary,1870,1572
7zxnnr,14.6118555,121.0544198,14.6115032,121.0545807,EDSA,secondary,1871,8667
1z1zt9,14.6102291,121.0523463,14.6103083,121.0526745,,,1874,10126
1z1zt9,14.6102291,121.0523463,14.6098262,121.0506784,,,1874,10234
pw9zu2,14.6629723,121.0440272,14.6646055,121.0436502,Visayas Avenue,secondary,1875,8671
lufa8k,14.6597857,121.0447715,14.661277,121.0444193,Visayas Avenue,secondary,1876,7846
c8ipep,14.602291,121.0691309,14.6049763,121.0701396,Katipunan Avenue,tertiary,1941,67
c8ipep,14.6082016,121.0705333,14.606697,121.0703517,Katipunan Avenue,tertiary,1979,1985
c8ipep,14.606697,121.0703517,14.6082016,121.0705333,Katipunan Avenue,tertiary,1985,1979
c8ipep,14.606697,121.0703517,14.6049763,121.0701396,Katipunan Avenue,tertiary,1985,67
fiyst,14.607205,121.0139822,14.6088356,121.013729,Santol Street,tertiary,2016,8944
iktbsr,14.6422703,121.0060617,14.643832,121.0058977,Gregorio Araneta Avenue,primary,2019,285
n8g0u2,14.6444215,121.0170462,14.6437615,121.0169363,Fernando Poe Jr. Avenue,secondary,2049,896
n0b3nt,14.6408798,121.019877,14.6411176,121.0216219,Del Monte Avenue,secondary,2069,919
n0b3nt,14.6407664,121.019098,14.6408798,121.019877,Del Monte Avenue,secondary,2071,2069
n0b3nt,14.6407664,121.019098,14.6406403,121.0181948,Del Monte Avenue,secondary,2071,921
1r6mgk,14.6574214,121.0109989,14.655515,121.0115466,Kaingin Road,tertiary,2082,2081
xk635l,14.6574214,121.0109989,14.6574678,121.0141658,,,2082,12328
j664pq,14.6556656,121.0291813,14.6556223,121.0293904,EDSA,trunk,2121,1860
juje2n,14.652993,121.0183606,14.654525,121.0186068,Fernando Poe Jr. Avenue,secondary,2146,2145
nmqgkq,14.6646046,121.0264061,14.6652207,121.0291207,Congressional Avenue,secondary,2148,7917
hg40dn,14.6637039,121.0223714,14.6628047,121.020428,Congressional Avenue,secondary,2149,2691
q73ieq,14.6638553,121.022995,14.6637039,121.0223714,Congressional Avenue,secondary,2151,2149
8983mp,14.6140779,121.0097532,14.6140557,121.0096569,Bayani Road,tertiary,2152,2409
8983mp,14.6140779,121.0097532,14.614148,121.0100625,Bayani Road,tertiary,2152,2161
8983mp,14.614148,121.0100625,14.6140779,121.0097532,Bayani Road,tertiary,2161,2152
8983mp,14.614148,121.0100625,14.61423,121.0104317,Bayani Road,tertiary,2161,2162
srodtf,14.61423,121.0104317,14.61414,121.0121971,Biak-na-Bato Street,tertiary,2162,2991
8983mp,14.61423,121.0104317,14.614148,121.0100625,Bayani Road,tertiary,2162,2161
8983mp,14.6139613,121.008493,14.6138894,121.0080743,Bayani Road,tertiary,2163,9358
8983mp,14.6139613,121.008493,14.6139945,121.0091141,Bayani Road,tertiary,2163,2412
8983mp,14.6136882,121.007714,14.6138599,121.0078868,Bayani Road,tertiary,2167,9357
8983mp,14.6131603,121.0072905,14.6132392,121.0073479,Bayani Road,tertiary,2169,2175
8983mp,14.6131603,121.0072905,14.6128423,121.0071131,Bayani Road,tertiary,2169,2172
rnq7rf,14.6128423,121.0071131,14.6118643,121.008362,Bagong Buhay Street,residential,2172,2173
rnq7rf,14.6128423,121.0071131,14.6125167,121.0069471,Bayani Road,tertiary,2172,1748
8983mp,14.6128423,121.0071131,14.6131603,121.0072905,Bayani Road,tertiary,2172,2169
8983mp,14.6132392,121.0073479,14.6131603,121.0072905,Bayani Road,tertiary,2175,2169
8983mp,14.6132392,121.0073479,14.613421,121.0074962,Bayani Road,tertiary,2175,2415
uf1eik,14.6760897,121.043758,14.6761268,121.043616,Tandang Sora Avenue,secondary,2184,278
d6yfmu,14.6720261,121.0434897,14.6719908,121.0433359,Congressional Avenue,primary,2185,867
9lcsxf,14.6720261,121.0434897,14.6722717,121.0435062,Visayas Avenue,secondary,2185,7937
rr51ga,14.6715685,121.0784395,14.6701758,121.0769463,Commonwealth Avenue,primary,2291,7047
xp1k0b,14.677761,121.0832922,14.6802144,121.0843622,Commonwealth Avenue,primary,2293,2296
xp1k0b,14.6802144,121.0843622,14.682755,121.0854659,,,2296,11548
cjggp5,14.6717115,121.0789913,14.6750777,121.0817044,,,2305,11053
mia5yq,14.6843366,121.0772932,14.6838331,121.0776978,Holy Spirit Drive,secondary,2345,2344
vwmph8,14.6849481,121.0771258,14.6843366,121.0772932,Holy Spirit Drive,secondary,2346,2345
frsedf,14.6849525,121.0745184,14.6849481,121.0771258,De Leon Street,secondary,2351,2346
ahfap0,14.6849531,121.074002,14.6849525,121.0745184,De Leon Street,tertiary,2352,2351
mia5yq,14.6808403,121.0802785,14.6784942,121.0820004,Holy Spirit Drive,secondary,2365,2342
mia5yq,14.6835582,121.0780144,14.6838331,121.0776978,Holy Spirit Drive,secondary,2368,2344
mia5yq,14.6834746,121.0781094,14.6835582,121.0780144,Holy Spirit Drive,secondary,2369,2368
pt0fb9,14.6125929,121.0126858,14.612324,121.0127606,Santol Street,tertiary,2404,2900
pt0fb9,14.6125929,121.0126858,14.6129429,121.0125748,Santol Street,tertiary,2404,8953
8983mp,14.6140557,121.0096569,14.6140779,121.0097532,Bayani Road,tertiary,2409,2152
8983mp,14.6140557,121.0096569,14.6139945,121.0091141,Bayani Road,tertiary,2409,2412
8983mp,14.6139945,121.0091141,14.6139613,121.008493,Bayani Road,tertiary,2412,2163
8983mp,14.6139945,121.0091141,14.6140557,121.0096569,Bayani Road,tertiary,2412,2409
8983mp,14.613421,121.0074962,14.6136682,121.007699,,,2415,11641
8983mp,14.613421,121.0074962,14.6132392,121.0073479,Bayani Road,tertiary,2415,2175
dj2qrf,14.6188001,121.0147964,14.6167047,121.0158757,Gregorio Araneta Avenue,primary,2428,2929
bzkucx,14.6246257,121.039841,14.6244964,121.0382839,E. Rodriguez Sr. Avenue,secondary,2435,9800
12nd2z,14.6215354,121.0481388,14.6213533,121.0483593,E. Rodriguez Sr. Avenue,secondary,2436,9684
uk1xd9,14.6215354,121.0481388,14.6218851,121.0474561,E. Rodriguez Sr. Avenue,secondary,2436,1068
a8z12x,14.7058189,121.0382299,14.7065391,121.0385466,,,2438,10449
ai9ygj,14.6164878,121.0515928,14.6159201,121.0506116,Pedro Tuazon Boulevard,secondary,2442,2892
ai9ygj,14.6164878,121.0515928,14.616466,121.0522781,Pedro Tuazon Boulevard,secondary,2442,7849
1dpy9l,14.6145629,121.0706053,14.6143265,121.0705957,,,2450,10895
bjuucq,14.633876,121.0565849,14.6345204,121.0588455,Kamias Road,secondary,2454,88
bjuucq,14.633876,121.0565849,14.6332046,121.0543392,Kamias Road,secondary,2454,81
p2xbxh,14.6345198,121.0454064,14.6379812,121.0462198,East Avenue,primary,2461,160
e869k1,14.6267164,121.0607084,14.6286441,121.0597286,Pittsburgh Street,residential,2463,850
bvdemp,14.6267164,121.0607084,14.6265444,121.0603954,Aurora Boulevard,primary,2463,7534
jj44fz,14.6252328,121.0577356,14.6249404,121.0571523,Aurora Boulevard,primary,2464,2465
h470z0,14.6249404,121.0571523,14.6246446,121.0565517,Aurora Boulevard,primary,2465,394
xtqvru,14.6240649,121.0553566,14.6238072,121.0548245,Aurora Boulevard,primary,2466,2471
e8o6q7,14.6264189,121.0601383,14.6260942,121.0594875,Aurora Boulevard,primary,2467,2468
e8o6q7,14.6260942,121.0594875,14.6258033,121.0588955,Aurora Boulevard,primary,2468,2469
e8o6q7,14.6258033,121.0588955,14.6255088,121.0583217,Aurora Boulevard,primary,2469,2470
8wydjp,14.6255088,121.0583217,14.627389,121.0574089,Albany Street,residential,2470,358
jj44fz,14.6255088,121.0583217,14.6252328,121.0577356,Aurora Boulevard,primary,2470,2464
xtqvru,14.6238072,121.0548245,14.6233562,121.0538617,Aurora Boulevard,primary,2471,2472
xtqvru,14.6233562,121.0538617,14.6230493,121.0532173,,,2472,12069
xtqvru,14.6227906,121.0526744,14.6225494,121.052175,Aurora Boulevard,primary,2473,2474
xtqvru,14.6225494,121.052175,14.6222976,121.0516222,Aurora Boulevard,primary,2474,397
8v94g2,14.6215684,121.0639697,14.6211903,121.0629711,Pedro Tuazon Boulevard,secondary,2475,539
8v94g2,14.6215684,121.0639697,14.622169,121.0653637,Pedro Tuazon Boulevard,secondary,2475,2476
8v94g2,14.622169,121.0653637,14.6225405,121.0673261,Pedro Tuazon Boulevard,secondary,2476,274
8v94g2,14.622169,121.0653637,14.6215684,121.0639697,Pedro Tuazon Boulevard,secondary,2476,2475
aenpia,14.6229205,121.0532206,14.6232658,121.053913,Aurora Boulevard,primary,2477,7529
jgynt1,14.6226358,121.0694075,14.6225133,121.0688881,Pedro Tuazon Boulevard,secondary,2479,273
jgynt1,14.6226358,121.0694075,14.6229108,121.0705206,Pedro Tuazon Boulevard,secondary,2479,2480
jgynt1,14.6229108,121.0705206,14.6226358,121.0694075,Pedro Tuazon Boulevard,secondary,2480,2479
jgynt1,14.6229108,121.0705206,14.6230252,121.0709835,Pedro Tuazon Boulevard,secondary,2480,1285
badb94,14.637208,121.049823,14.6370634,121.050473,V. Luna Road,secondary,2483,1529
badb94,14.637208,121.049823,14.6373236,121.0492544,V. Luna Road,secondary,2483,2484
badb94,14.6373236,121.0492544,14.637208,121.049823,V. Luna Road,secondary,2484,2483
badb94,14.6373236,121.0492544,14.6374433,121.0487291,V. Luna Road,secondary,2484,2485
badb94,14.6374433,121.0487291,14.6373236,121.0492544,V. Luna Road,secondary,2485,2484
badb94,14.6374433,121.0487291,14.6375817,121.0480395,V. Luna Road,secondary,2485,157
dc64i,14.6544868,121.0352072,14.6545872,121.03523,Mindanao Avenue,primary,2486,862
4fiene,14.6544868,121.0352072,14.654321,121.0359647,,,2486,12261
pmmiwi,14.7086312,121.0627727,14.7104833,121.061238,,,2494,10372
ovtgrn,14.7085296,121.0626451,14.7073813,121.0636143,Commonwealth Avenue,primary,2495,56
uqdbg2,14.6293338,121.0693586,14.6286786,121.0695922,Jose P. Rizal Street,tertiary,2529,525
j2lusb,14.6293338,121.0693586,14.6298695,121.0705332,Aurora Boulevard,primary,2529,520
y7c1a0,14.6304052,121.0716958,14.6312798,121.0734706,Aurora Boulevard,primary,2531,6949
op6iin,14.6288116,121.0679253,14.6283573,121.0665125,Aurora Boulevard,primary,2532,7557
586hqt,14.6545175,121.035069,14.6544868,121.0352072,North Avenue,primary,2533,2486
k502y0,14.6320992,121.060436,14.6316603,121.0607189,Anonas Street,secondary,2534,517
k502y0,14.6320992,121.060436,14.6324816,121.0600654,Anonas Street,secondary,2534,90
k502y0,14.629608,121.0618817,14.6292214,121.0624496,Anonas Street,secondary,2561,84
k502y0,14.629608,121.0618817,14.6299795,121.0616301,Anonas Street,secondary,2561,85
es5hg9,14.633739,121.0541882,14.6361487,121.0546426,Kalayaan Avenue,secondary,2563,7744
tjb6kw,14.633739,121.0541882,14.6332046,121.0543392,Kalayaan Avenue,secondary,2563,81
ibevbn,14.6384798,121.0581219,14.6378658,121.0580814,Anonas Street Extension,tertiary,2568,158
uarpuu,14.6384798,121.0581219,14.6391212,121.0580525,Anonas Street Extension,tertiary,2568,2818
mnk36o,14.6543395,121.0549191,14.654732,121.0584235,University Avenue,secondary,2572,165
lufa8k,14.6576182,121.0454984,14.6597857,121.0447715,Visayas Avenue,secondary,2573,1876
yhb51m,14.6651191,121.0361046,14.6662208,121.0354754,Mindanao Avenue,primary,2620,7057
t40kf2,14.6653358,121.0290869,14.6647362,121.0263731,Congressional Avenue,secondary,2632,2647
q73ieq,14.6647362,121.0263731,14.6638553,121.022995,Congressional Avenue,secondary,2647,2151
5mnqju,14.6643732,121.022208,14.6648099,121.0220951,Short Horn Street,tertiary,2669,2634
tl7k2i,14.6643732,121.022208,14.6637039,121.0223714,Short Horn Street,tertiary,2669,2149
6bhjz1,14.670228,121.0254336,14.6704789,121.0262488,Road 20,tertiary,2675,2654
6bhjz1,14.6712117,121.0293205,14.6715482,121.0298288,Road 20,tertiary,2677,2676
6bhjz1,14.6707474,121.0282619,14.6704789,121.0262488,Road 20,tertiary,2681,2654
518v7b,14.6711808,121.0251812,14.670228,121.0254336,General Avenue,tertiary,2683,2675
s1zf5s,14.6788501,121.0258558,14.6761598,121.0261752,General Avenue,tertiary,2685,2684
hg40dn,14.6628047,121.020428,14.6619483,121.0200794,Congressional Avenue,secondary,2691,3740
p3leyr,14.6722892,121.0312765,14.6715482,121.0298288,Road 20,tertiary,2719,2676
9pz32c,14.6716242,121.0323477,14.6770434,121.0321992,Mindanao Avenue,primary,2721,3316
mmxc13,14.6704441,121.0373826,14.6691214,121.0351736,Congressional Avenue,primary,2723,8832
wauhiv,14.6715152,121.0411862,14.6710826,121.039322,Congressional Avenue,primary,2748,868
641btz,14.6728565,121.043366,14.6723134,121.0433446,Visayas Avenue,secondary,2750,7936
g981x,14.6766301,121.0385462,14.6765905,121.0384067,Tandang Sora Avenue,secondary,2757,400
g981x,14.6766301,121.0385462,14.6767317,121.0389147,Tandang Sora Avenue,secondary,2757,399
jj4sy7,14.6724888,121.045464,14.6720896,121.0437887,Congressional Avenue Extension,primary,2758,7939
40700i,14.6718209,121.0430903,14.6715847,121.0433222,"Primary Link Road (2759, 2760)",primary_link,2759,2760
40700i,14.6718209,121.0430903,14.6718609,121.0433331,Congressional Avenue,primary,2759,866
me4ue8,14.6715847,121.0433222,14.671188,121.0433067,,,2760,10926
p2xbxh,14.633502,121.0451558,14.6345198,121.0454064,East Avenue,primary,2765,2461
1h1zvl,14.6332834,121.0448046,14.6335693,121.0446183,EDSA,primary,2766,9429
iwml5k,14.6332834,121.0448046,14.6331285,121.044514,"Primary Road (2766, 7749)",primary,2766,7749
squ6oe,14.63302,121.0442792,14.6330673,121.0435113,Timog Avenue,primary,2767,7735
hg7nc4,14.6309842,121.046646,14.6311855,121.0473446,Kamias Road,secondary,2799,498
fzpgaw,14.6309842,121.046646,14.630804,121.0460206,,,2799,10121
1h1zvl,14.6331536,121.0448912,14.6332328,121.0448393,,,2800,13368
n1ayjp,14.6331536,121.0448912,14.633502,121.0451558,East Avenue,primary,2800,2765
u327wu,14.7342607,121.054505,14.734383,121.0547435,,,2803,12819
u327wu,14.7342607,121.054505,14.7338883,121.0534411,Quirino Highway,primary,2803,8275
o0y6s2,14.7246025,121.0492742,14.7237126,121.0500325,,,2804,10825
c7mqms,14.7165082,121.0612233,14.7201353,121.0612274,Regalado Highway,primary,2805,4621
27z26a,14.7149637,121.0575344,14.7180856,121.0549289,,,2806,13101
369k9p,14.7148334,121.0573739,14.7117335,121.0599588,Commonwealth Avenue,primary,2807,2809
369k9p,14.7117335,121.0599588,14.7105854,121.0609158,,,2809,11354
4mpvu4,14.6393993,121.0569762,14.6393778,121.0563952,Matino Street,tertiary,2813,2817
4mpvu4,14.6393993,121.0569762,14.6394128,121.0575445,Matino Street,tertiary,2813,2814
4mpvu4,14.6394128,121.0575445,14.6391212,121.0580525,Matino Street,tertiary,2814,2818
4mpvu4,14.6394128,121.0575445,14.6393993,121.0569762,Matino Street,tertiary,2814,2813
4mpvu4,14.6393631,121.055739,14.6393778,121.0563952,Matino Street,tertiary,2816,2817
4mpvu4,14.6393631,121.055739,14.6393323,121.0549352,Matino Street,tertiary,2816,7747
4mpvu4,14.6393778,121.0563952,14.6393631,121.055739,Matino Street,tertiary,2817,2816
4mpvu4,14.6393778,121.0563952,14.6393993,121.0569762,Matino Street,tertiary,2817,2813
uarpuu,14.6391212,121.0580525,14.6384798,121.0581219,Anonas Street Extension,tertiary,2818,2568
4mpvu4,14.6391212,121.0580525,14.6394128,121.0575445,Matino Street,tertiary,2818,2814
badb94,14.6368358,121.0514868,14.6367108,121.0520508,V. Luna Road,secondary,2831,8127
badb94,14.6368358,121.0514868,14.6370634,121.050473,V. Luna Road,secondary,2831,1529
badb94,14.6365901,121.0526156,14.6364699,121.0531791,V. Luna Road,secondary,2839,2842
badb94,14.6365901,121.0526156,14.6367108,121.0520508,V. Luna Road,secondary,2839,8127
badb94,14.6364699,121.0531791,14.6363342,121.0538083,V. Luna Road,secondary,2842,2843
badb94,14.6364699,121.0531791,14.6365901,121.0526156,V. Luna Road,secondary,2842,2839
badb94,14.6363342,121.0538083,14.6364699,121.0531791,V. Luna Road,secondary,2843,2842
badb94,14.6363342,121.0538083,14.6361718,121.0545444,V. Luna Road,secondary,2843,159
ibevbn,14.6372717,121.0580619,14.6378658,121.0580814,Anonas Street Extension,tertiary,2846,158
ibevbn,14.6372717,121.0580619,14.6367249,121.0581896,Anonas Street Extension,tertiary,2846,3144
ksorpy,14.6176917,121.0447592,14.6180879,121.0448977,N. Domingo Street,secondary,2850,3107
ksorpy,14.6176917,121.0447592,14.6173168,121.0444437,N. Domingo Street,secondary,2850,2890
k133qp,14.6229413,121.0621377,14.6211903,121.0629711,20th Avenue,secondary,2851,539
k133qp,14.6229413,121.0621377,14.6240535,121.061609,20th Avenue,secondary,2851,3134
mby5fh,14.6172852,121.0393107,14.6167696,121.0396456,Balete Drive,tertiary,2855,578
iebjzw,14.6169377,121.0439412,14.6170245,121.044065,N. Domingo Street,secondary,2873,2908
iebjzw,14.6169377,121.0439412,14.6164668,121.0443959,Pedro Tuazon Boulevard,secondary,2873,3045
4ibtec,14.6169377,121.0439412,14.6166269,121.0431953,N. Domingo Street,secondary,2873,3072
iebjzw,14.6156353,121.0455806,14.6158865,121.0450485,Pedro Tuazon Boulevard,secondary,2882,2931
iebjzw,14.6156353,121.0455806,14.6152268,121.0464361,Pedro Tuazon Boulevard,secondary,2882,3036
ksorpy,14.6173168,121.0444437,14.6176917,121.0447592,N. Domingo Street,secondary,2890,2850
ksorpy,14.6173168,121.0444437,14.6170245,121.044065,N. Domingo Street,secondary,2890,2908
ai9ygj,14.6159201,121.0506116,14.61551,121.0500843,Pedro Tuazon Boulevard,secondary,2892,3099
ai9ygj,14.6159201,121.0506116,14.6164878,121.0515928,Pedro Tuazon Boulevard,secondary,2892,2442
4hc7yy,14.6991767,121.0874404,14.6994575,121.0873781,Commonwealth Avenue,primary,2893,734
ai9ygj,14.6149854,121.0469393,14.6150179,121.0494281,Pedro Tuazon Boulevard,secondary,2899,3016
pt0fb9,14.612324,121.0127606,14.6119686,121.0128705,Santol Street,tertiary,2900,3034
pt0fb9,14.612324,121.0127606,14.6125929,121.0126858,Santol Street,tertiary,2900,2404
iebjzw,14.6170245,121.044065,14.6169377,121.0439412,N. Domingo Street,secondary,2908,2873
ksorpy,14.6170245,121.044065,14.6173168,121.0444437,N. Domingo Street,secondary,2908,2890
ibevbn,14.6362142,121.0583403,14.6367249,121.0581896,Anonas Street Extension,tertiary,2909,3144
ibevbn,14.6362142,121.0583403,14.635628,121.0585146,Anonas Street Extension,tertiary,2909,87
fiyst,14.6100831,121.0133006,14.6096576,121.0133359,Santol Street,tertiary,2920,3062
fiyst,14.6100831,121.0133006,14.6104496,121.0132646,Santol Street,tertiary,2920,8950
fiyst,14.6113286,121.0130675,14.6108265,121.0132038,Santol Street,tertiary,2921,3082
pt0fb9,14.6113286,121.0130675,14.6119686,121.0128705,Santol Street,tertiary,2921,3034
1vf8r9,14.6245408,121.0566024,14.6248429,121.0572034,Aurora Boulevard,primary,2923,748
iebjzw,14.6158865,121.0450485,14.6164668,121.0443959,Pedro Tuazon Boulevard,secondary,2931,3045
iebjzw,14.6158865,121.0450485,14.6156353,121.0455806,Pedro Tuazon Boulevard,secondary,2931,2882
4hc7yy,14.6968016,121.0875252,14.6991767,121.0874404,Commonwealth Avenue,primary,2934,2893
9r2ldb,14.6989386,121.092081,14.6984335,121.0926083,,,2943,10554
3tbg0d,14.6180513,121.0604844,14.6167035,121.0611307,15th Avenue,secondary,2946,1250
mby5fh,14.6180516,121.0388478,14.6174617,121.0392013,Balete Drive,tertiary,2952,576
wio7bc,14.6301845,121.0172392,14.6298442,121.0187507,,,2956,12196
wio7bc,14.6301845,121.0172392,14.6302306,121.0170348,Scout Chuatoco Street,secondary,2956,7687
v9lbc4,14.6239162,121.0576599,14.6234711,121.0578665,15th Avenue,secondary,2958,3087
wwi3ir,14.6208788,121.0213248,14.6206378,121.0205629,E. Rodriguez Sr. Avenue,secondary,2962,6980
wwi3ir,14.6208788,121.0213248,14.6209621,121.0215883,E. Rodriguez Sr. Avenue,secondary,2962,6981
nh8lpp,14.6464234,121.052471,14.6461153,121.052666,Kalayaan Avenue,secondary,2963,8225
2j8xvo,14.6371169,121.0419839,14.63503,121.0433372,,,2972,11072
iw5fon,14.7111598,121.0612171,14.7135994,121.0612212,Regalado Highway,primary,2981,2808
u57r57,14.6063774,121.0181257,14.6082254,121.017184,Gregorio Araneta Avenue,primary,2983,279
pcxi18,14.6412266,121.0468488,14.6410973,121.0468185,East Avenue,primary,2984,8970
he4vh1,14.6412266,121.0468488,14.6418843,121.0456961,,,2984,11073
pt0fb9,14.61414,121.0121971,14.6129429,121.0125748,Santol Street,tertiary,2991,8953
omkwvq,14.61414,121.0121971,14.6146041,121.01205,Santol Street,tertiary,2991,6880
bylr9a,14.6204968,121.0607695,14.6203079,121.0601767,Pedro Tuazon Boulevard,secondary,2992,3137
bylr9a,14.6204968,121.0607695,14.6206507,121.061299,Pedro Tuazon Boulevard,secondary,2992,3151
v9lbc4,14.6230153,121.0580894,14.6225353,121.0583173,15th Avenue,secondary,2997,3050
v13vxy,14.6291865,121.0217646,14.6288205,121.0234434,Scout Chuatoco Street,tertiary,3000,7690
wio7bc,14.6291865,121.0217646,14.629388,121.0208408,Scout Chuatoco Street,tertiary,3000,3345
ttqs1r,14.6242479,121.0428284,14.6244073,121.0425092,E. Rodriguez Sr. Avenue,secondary,3001,9791
ttqs1r,14.6242479,121.0428284,14.623761,121.043777,E. Rodriguez Sr. Avenue,secondary,3001,8971
4ibtec,14.6152238,121.040612,14.616349,121.0425528,N. Domingo Street,secondary,3005,3044
l42xt5,14.6152238,121.040612,14.6167019,121.0396953,Balete Drive,tertiary,3005,1777
6aotwd,14.6152238,121.040612,14.6127856,121.0384148,N. Domingo Street,secondary,3005,3329
mby5fh,14.6187999,121.0383947,14.6182323,121.0387404,Balete Drive,tertiary,3008,588
ai9ygj,14.6150179,121.0494281,14.6149854,121.0469393,Pedro Tuazon Boulevard,secondary,3016,2899
ai9ygj,14.6150179,121.0494281,14.61551,121.0500843,Pedro Tuazon Boulevard,secondary,3016,3099
v9lbc4,14.6243904,121.0574312,14.6239162,121.0576599,15th Avenue,secondary,3018,2958
h6e4fb,14.6194217,121.0440909,14.619109,121.0435303,Aurora Boulevard,primary,3019,68
bgumxs,14.6170982,121.0647728,14.616121,121.0652048,20th Avenue,secondary,3020,1313
bgumxs,14.6170982,121.0647728,14.6187136,121.0640511,20th Avenue,secondary,3020,1314
pt0fb9,14.6119686,121.0128705,14.612324,121.0127606,Santol Street,tertiary,3034,2900
pt0fb9,14.6119686,121.0128705,14.6113286,121.0130675,Santol Street,tertiary,3034,2921
iebjzw,14.6152268,121.0464361,14.6150236,121.0468595,,,3036,12733
iebjzw,14.6152268,121.0464361,14.6156353,121.0455806,Pedro Tuazon Boulevard,secondary,3036,2882
zb2weo,14.6190316,121.0435788,14.619355,121.04413,Aurora Boulevard,primary,3037,9686
v88j8k,14.6311947,121.0221953,14.6304825,121.0255143,Don Alejandro Roces Avenue,secondary,3040,1032
4ibtec,14.616349,121.0425528,14.6166269,121.0431953,N. Domingo Street,secondary,3044,3072
4ibtec,14.616349,121.0425528,14.6152238,121.040612,N. Domingo Street,secondary,3044,3005
iebjzw,14.6164668,121.0443959,14.6169377,121.0439412,Pedro Tuazon Boulevard,secondary,3045,2873
