source_lat,source_lon,target_lat,target_lon,source,target,road_name,speed_kph,freeFlow_kph,jamFactor,isClosed,segmentLength,oneway
14.638665,121.013559,14.639095,121.012847,1015,1017,Alhambra Street,21.979857,50,6.655986,False,90.300000,0
14.638665,121.013559,14.638524,121.013449,1015,1021,San Pedro Bautista Road,50.000000,50,1.000000,False,19.690000,0
14.638665,121.013559,14.638823,121.013702,1015,963,San Pedro Bautista Road,50.000000,50,1.000000,False,23.340000,0
14.636388,121.012445,14.636811,121.013003,1016,986,Santos Street,50.000000,50,1.000000,False,76.230000,0
14.636388,121.012445,14.637443,121.011755,1016,8161,Caragay Street,50.000000,50,1.000000,False,140.560000,0
14.636388,121.012445,14.635761,121.013818,1016,972,Caragay Street,50.000000,50,1.000000,False,163.490000,0
14.639095,121.012847,14.638665,121.013559,1017,1015,Alhambra Street,50.000000,50,1.000000,False,90.300000,0
14.639095,121.012847,14.639641,121.013193,1017,962,West Riverside Road,50.000000,50,1.000000,False,71.210000,0
14.639095,121.012847,14.638031,121.012289,1017,11195,West Riverside Road,50.000000,50,1.000000,False,133.070000,0
14.639725,121.014966,14.639356,121.014675,1018,1019,San Vicente Street,50.000000,50,1.000000,False,51.570000,0
14.639725,121.014966,14.639896,121.014552,1018,1014,Zamora Street,10.342170,50,9.903058,False,48.460000,0
14.639725,121.014966,14.639482,121.015544,1018,975,Zamora Street,50.000000,50,1.000000,False,67.790000,0
14.639725,121.014966,14.640221,121.015202,1018,7854,San Vicente Street,50.000000,50,1.000000,False,61.240000,0
14.639356,121.014675,14.639006,121.014394,1019,1020,San Vicente Street,50.000000,50,1.000000,False,49.240000,0
14.639356,121.014675,14.639725,121.014966,1019,1018,San Vicente Street,50.000000,50,1.000000,False,51.570000,0
14.639356,121.014675,14.639529,121.014260,1019,960,H. Francisco Street,25.858353,50,5.413776,False,48.680000,0
14.639356,121.014675,14.639071,121.015360,1019,974,H. Francisco Street,9.063128,50,7.964211,False,80.200000,0
14.639006,121.014394,14.638629,121.014138,1020,9036,San Vicente Street,25.522996,50,4.806733,False,50.160000,0
14.639006,121.014394,14.639356,121.014675,1020,1019,San Vicente Street,50.000000,50,1.000000,False,49.240000,0
14.639006,121.014394,14.638676,121.015184,1020,973,G. Felipe Sr. Avenue,50.000000,50,1.000000,False,92.530000,0
14.639006,121.014394,14.639176,121.013988,1020,961,G. Felipe Sr. Avenue,50.000000,50,1.000000,False,47.590000,0
14.638524,121.013449,14.638298,121.013910,1021,9034,P. Santillan Street,50.000000,50,1.000000,False,55.600000,0
14.638524,121.013449,14.638665,121.013559,1021,1015,San Pedro Bautista Road,50.000000,50,1.000000,False,19.690000,0
14.638524,121.013449,14.636811,121.013003,1021,986,San Pedro Bautista Road,50.000000,50,1.000000,False,213.650000,0
14.637863,121.014825,14.638268,121.015002,1022,971,Tolentino Street,50.000000,50,1.000000,False,48.970000,0
14.637863,121.014825,14.637468,121.014644,1022,984,Tolentino Street,50.000000,50,1.000000,False,47.970000,0
14.637863,121.014825,14.638088,121.014332,1022,1012,P. Santillan Street,50.000000,50,1.000000,False,58.720000,0
14.628174,121.033768,14.628594,121.031706,1023,1024,Marathon Extension,50.000000,50,1.000000,False,226.740000,1
14.628174,121.033768,14.627555,121.033625,1023,8053,Tomas Morato Avenue,50.000000,50,1.000000,False,70.570000,1
14.628594,121.031706,14.629107,121.031830,1024,1026,Scout Tuason Street,50.000000,50,1.000000,False,58.540000,0
14.628594,121.031706,14.628112,121.031611,1024,9744,Scout Tuason Street,50.000000,50,1.000000,False,54.630000,0
14.629559,121.029724,14.629080,121.029614,1025,8974,Scout Tobias Street,50.000000,50,1.000000,False,54.540000,0
14.629559,121.029724,14.629652,121.029746,1025,146,Scout Tobias Street,50.000000,50,1.000000,False,10.680000,0
14.629559,121.029724,14.629404,121.030442,1025,7693,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,79.180000,1
14.629107,121.031830,14.629195,121.031850,1026,252,Scout Tuason Street,50.000000,50,1.000000,False,9.980000,0
14.629107,121.031830,14.628594,121.031706,1026,1024,Scout Tuason Street,50.000000,50,1.000000,False,58.540000,0
14.629107,121.031830,14.628956,121.032532,1026,11937,Don Alejandro Roces Avenue,18.948343,50,7.288541,False,77.250000,1
14.628092,121.029389,14.628588,121.029502,1027,1030,Scout Tobias Street,50.000000,50,1.000000,False,56.450000,0
14.628092,121.029389,14.627997,121.029367,1027,8057,Scout Tobias Street,50.000000,50,1.000000,False,10.880000,0
14.630004,121.027660,14.630099,121.027683,1028,1042,Scout Santiago Street,50.000000,50,1.000000,False,10.790000,0
14.630004,121.027660,14.629527,121.027547,1028,7650,Scout Santiago Street,1.000000,50,10.000000,True,54.380000,0
14.630004,121.027660,14.629559,121.029724,1028,1025,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,227.470000,1
14.628010,121.027186,14.628552,121.027315,1029,1031,Scout Santiago Street,50.000000,50,1.000000,False,61.780000,0
14.628010,121.027186,14.627801,121.028166,1029,8049,Scout Chuatoco Street,50.000000,50,1.000000,False,107.950000,0
14.628010,121.027186,14.628463,121.025082,1029,1033,Scout Chuatoco Street,50.000000,50,1.000000,False,231.920000,0
14.628588,121.029502,14.629080,121.029614,1030,8974,Scout Tobias Street,50.000000,50,1.000000,False,56.000000,0
14.628588,121.029502,14.628092,121.029389,1030,1027,Scout Tobias Street,50.000000,50,1.000000,False,56.450000,0
14.628552,121.027315,14.628010,121.027186,1031,1029,Scout Santiago Street,50.000000,50,1.000000,False,61.780000,0
14.628552,121.027315,14.629005,121.025195,1031,9886,Scout Ojeda Street,50.000000,50,1.000000,False,233.590000,0
14.628552,121.027315,14.629527,121.027547,1031,7650,Scout Santiago Street,50.000000,50,1.000000,False,111.310000,0
14.628552,121.027315,14.628092,121.029389,1031,1027,Scout Ojeda Street,50.000000,50,1.000000,False,228.900000,1
14.630482,121.025514,14.629005,121.025195,1032,9886,Scout Reyes Street,50.000000,50,1.000000,False,167.840000,0
14.630482,121.025514,14.630564,121.025534,1032,387,Scout Reyes Street,50.000000,50,1.000000,False,9.260000,0
14.630482,121.025514,14.630004,121.027660,1032,1028,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,236.970000,1
14.628463,121.025082,14.627994,121.024991,1033,3022,Scout Reyes Street,28.972899,50,4.483018,False,53.100000,0
14.628463,121.025082,14.628820,121.023443,1033,7690,Scout Chuatoco Street,50.000000,50,1.000000,False,180.760000,0
14.628463,121.025082,14.629005,121.025195,1033,9886,Scout Reyes Street,50.000000,50,1.000000,False,61.470000,0
14.628463,121.025082,14.628010,121.027186,1033,1029,Scout Chuatoco Street,50.000000,50,1.000000,False,231.920000,0
14.627229,121.024884,14.627568,121.024906,1034,3132,Scout Reyes Street,50.000000,50,1.000000,False,37.730000,0
14.627229,121.024884,14.626371,121.024925,1034,1035,Scout Reyes Street,50.000000,50,1.000000,False,95.550000,0
14.627229,121.024884,14.627278,121.025402,1034,8054,Magnolia Street,50.000000,50,1.000000,False,55.970000,1
14.627229,121.024884,14.627149,121.023923,1034,9022,Magnolia Street,50.000000,50,1.000000,False,103.780000,0
14.626371,121.024925,14.627229,121.024884,1035,1034,Scout Reyes Street,50.000000,50,1.000000,False,95.550000,0
14.626371,121.024925,14.626024,121.025769,1035,9743,Scout Reyes Street,50.000000,50,1.000000,False,120.970000,0
14.626371,121.024925,14.626098,121.023831,1035,7560,Umbel Street,50.000000,50,1.000000,False,126.160000,0
14.627393,121.026646,14.626529,121.026549,1036,1037,Violeta Street,50.000000,50,1.000000,False,98.890000,0
14.627393,121.026646,14.627333,121.028016,1036,8058,Magnolia Street,50.000000,50,1.000000,False,150.530000,0
14.626529,121.026549,14.626561,121.026973,1037,8060,Umbel Street,50.000000,50,1.000000,False,45.820000,0
14.626529,121.026549,14.626371,121.024925,1037,1035,Umbel Street,50.000000,50,1.000000,False,175.530000,1
14.626529,121.026549,14.626024,121.025769,1037,9743,Violeta Street,18.408580,50,7.544598,False,222.300000,0
14.626529,121.026549,14.627393,121.026646,1037,1036,Violeta Street,50.000000,50,1.000000,False,98.890000,0
14.626675,121.028263,14.626561,121.026973,1038,8060,Umbel Street,50.000000,50,1.000000,False,139.330000,0
14.626675,121.028263,14.626863,121.029402,1038,8055,Umbel Street,50.000000,50,1.000000,False,124.830000,0
14.626675,121.028263,14.627333,121.028016,1038,8058,Magnolia Street,50.000000,50,1.000000,False,83.260000,0
14.633297,121.020027,14.632307,121.020687,1039,1040,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,130.990000,1
14.633297,121.020027,14.634308,121.021665,1039,7863,Quezon Avenue,50.000000,50,1.000000,False,209.030000,1
14.632307,121.020687,14.632346,121.020747,1040,12451,Panay Avenue,50.000000,50,1.000000,False,7.790000,0
14.632307,121.020687,14.630751,121.018182,1040,4,Panay Avenue,50.000000,50,1.000000,False,320.230000,0
14.632307,121.020687,14.631549,121.021027,1040,10025,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,93.870000,1
14.633816,121.025182,14.633398,121.024515,1041,19,Mother Ignacia Avenue,50.000000,50,1.000000,False,85.400000,0
14.633816,121.025182,14.634574,121.026427,1041,1099,Mother Ignacia Avenue,6.727414,50,9.964393,False,158.270000,0
14.633816,121.025182,14.633542,121.026216,1041,382,Scout Gandia Street,50.000000,50,1.000000,False,116.020000,0
14.630099,121.027683,14.630004,121.027660,1042,1028,Scout Santiago Street,50.000000,50,1.000000,False,10.790000,0
14.630099,121.027683,14.630564,121.025534,1042,387,Don Alejandro Roces Avenue,50.000000,50,1.000000,False,236.880000,1
14.630099,121.027683,14.630522,121.027780,1042,374,Scout Santiago Street,50.000000,50,1.000000,False,48.180000,0
14.626231,121.039352,14.626772,121.039188,1043,650,Judge D. Jimenez Street,50.000000,50,1.000000,False,62.680000,0
14.626231,121.039352,14.626119,121.039112,1043,7574,K-8th Street,50.000000,50,1.000000,False,28.760000,0
14.626231,121.039352,14.625550,121.039587,1043,1044,Judge D. Jimenez Street,50.000000,50,1.000000,False,79.860000,0
14.626231,121.039352,14.628912,121.044040,1043,8453,K-6th Street,50.000000,50,1.000000,False,631.470000,0
14.625550,121.039587,14.625343,121.039696,1044,1048,Judge D. Jimenez Street,50.000000,50,1.000000,False,25.870000,0
14.625550,121.039587,14.626231,121.039352,1044,1043,Judge D. Jimenez Street,50.000000,50,1.000000,False,79.860000,0
14.625550,121.039587,14.626079,121.040976,1044,1047,Magsaysay Avenue,32.276856,50,4.070493,False,160.660000,0
14.627655,121.044558,14.627327,121.043784,1045,1057,Magsaysay Avenue,36.645038,50,3.116333,False,90.920000,0
14.627655,121.044558,14.627223,121.045400,1045,1059,New Orleans Street,50.000000,50,1.000000,False,102.560000,0
14.627655,121.044558,14.627856,121.045797,1045,1046,Magsaysay Avenue,50.000000,50,1.000000,False,137.240000,0
14.627856,121.045797,14.627965,121.046062,1046,11190,Magsaysay Avenue,50.000000,50,1.000000,False,31.050000,0
14.627856,121.045797,14.627655,121.044558,1046,1045,Magsaysay Avenue,50.000000,50,1.000000,False,137.240000,0
14.627856,121.045797,14.627223,121.045400,1046,1059,Don A. Egea Avenue,50.000000,50,1.000000,False,88.700000,0
14.626079,121.040976,14.626499,121.041987,1047,1052,Magsaysay Avenue,50.000000,50,1.000000,False,118.460000,0
14.626079,121.040976,14.625550,121.039587,1047,1044,Magsaysay Avenue,50.000000,50,1.000000,False,160.660000,0
14.625343,121.039696,14.625550,121.039587,1048,1044,Judge D. Jimenez Street,50.000000,50,1.000000,False,25.870000,0
14.625343,121.039696,14.624646,121.040085,1048,9801,Judge D. Jimenez Street,50.000000,50,1.000000,False,88.010000,0
14.625343,121.039696,14.624999,121.043107,1048,1049,Felix Manalo Street,50.000000,50,1.000000,False,377.790000,1
14.624999,121.043107,14.624407,121.042509,1049,9793,Don A. Egea Avenue,50.000000,50,1.000000,False,92.010000,0
14.624999,121.043107,14.625409,121.043526,1049,1051,Don A. Egea Avenue,41.400132,50,3.553583,False,64.130000,0
14.624999,121.043107,14.623650,121.045666,1049,1050,Felix Manalo Street,50.000000,50,1.000000,False,313.540000,1
14.623650,121.045666,14.624072,121.046080,1050,3067,New York Street,50.000000,50,1.000000,False,64.710000,0
14.623650,121.045666,14.623109,121.045048,1050,1070,New York Street,50.000000,50,1.000000,False,89.640000,0
14.623650,121.045666,14.622487,121.048066,1050,3145,Felix Manalo Street,50.000000,50,1.000000,False,288.920000,1
14.625409,121.043526,14.624999,121.043107,1051,1049,Don A. Egea Avenue,50.000000,50,1.000000,False,64.130000,0
14.625409,121.043526,14.625823,121.043953,1051,1053,Don A. Egea Avenue,50.000000,50,1.000000,False,64.970000,0
14.625409,121.043526,14.626079,121.040976,1051,1047,Sergeant J. Catolos Street,50.000000,50,1.000000,False,286.190000,1
14.626499,121.041987,14.626987,121.043053,1052,1054,Magsaysay Avenue,50.000000,50,1.000000,False,126.860000,0
14.626499,121.041987,14.626079,121.040976,1052,1047,Magsaysay Avenue,50.000000,50,1.000000,False,118.460000,0
14.626499,121.041987,14.625823,121.043953,1052,1053,Maryland Street,50.000000,50,1.000000,False,224.900000,0
14.625823,121.043953,14.625409,121.043526,1053,1051,Don A. Egea Avenue,30.186818,50,4.318127,False,64.970000,0
14.625823,121.043953,14.626284,121.044428,1053,1055,Don A. Egea Avenue,50.000000,50,1.000000,False,72.420000,0
14.625823,121.043953,14.626499,121.041987,1053,1052,Maryland Street,50.000000,50,1.000000,False,224.900000,0
14.625823,121.043953,14.624454,121.046488,1053,1066,Maryland Street,50.000000,50,1.000000,False,312.350000,0
14.626987,121.043053,14.627327,121.043784,1054,1057,Magsaysay Avenue,50.000000,50,1.000000,False,87.230000,0
14.626987,121.043053,14.626499,121.041987,1054,1052,Magsaysay Avenue,44.587608,50,2.442092,False,126.860000,0
14.626987,121.043053,14.626284,121.044428,1054,1055,Detroit Street,36.503336,50,2.437002,False,167.310000,1
14.626284,121.044428,14.625823,121.043953,1055,1053,Don A. Egea Avenue,50.000000,50,1.000000,False,72.420000,0
14.626284,121.044428,14.626759,121.044917,1055,1058,Don A. Egea Avenue,50.000000,50,1.000000,False,74.560000,0
14.626284,121.044428,14.624960,121.047030,1055,1056,Detroit Street,50.000000,50,1.000000,False,316.300000,1
14.624960,121.047030,14.625313,121.047396,1056,1063,New York Street,50.000000,50,1.000000,False,55.590000,0
14.624960,121.047030,14.624667,121.047656,1056,1065,Detroit Street,50.000000,50,1.000000,False,74.880000,1
14.624960,121.047030,14.624454,121.046488,1056,1066,New York Street,50.000000,50,1.000000,False,81.060000,0
14.627327,121.043784,14.627655,121.044558,1057,1045,Magsaysay Avenue,50.000000,50,1.000000,False,90.920000,0
14.627327,121.043784,14.626987,121.043053,1057,1054,Magsaysay Avenue,50.000000,50,1.000000,False,87.230000,0
14.626759,121.044917,14.627327,121.043784,1058,1057,Chicago Street,50.000000,50,1.000000,False,137.340000,1
14.626759,121.044917,14.626284,121.044428,1058,1055,Don A. Egea Avenue,31.421009,50,4.423697,False,74.560000,0
14.626759,121.044917,14.627223,121.045400,1058,1059,Don A. Egea Avenue,50.000000,50,1.000000,False,73.280000,0
14.627223,121.045400,14.626759,121.044917,1059,1058,Don A. Egea Avenue,50.000000,50,1.000000,False,73.280000,0
14.627223,121.045400,14.626844,121.046185,1059,1061,New Orleans Street,50.000000,50,1.000000,False,94.370000,0
14.627223,121.045400,14.627655,121.044558,1059,1045,New Orleans Street,34.847138,50,6.016106,False,102.560000,0
14.627223,121.045400,14.627856,121.045797,1059,1046,Don A. Egea Avenue,50.000000,50,1.000000,False,88.700000,0
14.626483,121.046836,14.626844,121.046185,1060,1061,New Orleans Street,50.000000,50,1.000000,False,80.710000,0
14.626483,121.046836,14.625662,121.047229,1060,12169,Denver Street,50.000000,50,1.000000,False,100.670000,0
14.626483,121.046836,14.627024,121.046582,1060,1062,Denver Street,50.000000,50,1.000000,False,66.050000,0
14.626844,121.046185,14.627223,121.045400,1061,1059,New Orleans Street,50.000000,50,1.000000,False,94.370000,0
14.626844,121.046185,14.627024,121.046582,1061,1062,Ermin Garcia Street,50.000000,50,1.000000,False,47.120000,0
14.626844,121.046185,14.626483,121.046836,1061,1060,New Orleans Street,50.000000,50,1.000000,False,80.710000,0
14.627024,121.046582,14.626844,121.046185,1062,1061,Ermin Garcia Street,50.000000,50,1.000000,False,47.120000,0
14.627024,121.046582,14.627046,121.046631,1062,12891,Ermin Garcia Street,50.000000,50,1.000000,False,5.820000,0
14.627024,121.046582,14.626483,121.046836,1062,1060,Denver Street,50.000000,50,1.000000,False,66.050000,0
14.625313,121.047396,14.624960,121.047030,1063,1056,New York Street,50.000000,50,1.000000,False,55.590000,0
14.625313,121.047396,14.624667,121.047656,1063,1065,Denver Street,50.000000,50,1.000000,False,77.120000,1
14.625313,121.047396,14.625662,121.047229,1063,12169,Denver Street,50.000000,50,1.000000,False,42.750000,0
14.625313,121.047396,14.625622,121.048108,1063,1069,New York Street,50.000000,50,1.000000,False,84.000000,0
14.623600,121.048153,14.623256,121.048872,1064,1067,Maryland Street,50.000000,50,1.000000,False,86.380000,1
14.623600,121.048153,14.624454,121.046488,1064,1066,Maryland Street,50.000000,50,1.000000,False,202.750000,0
14.624667,121.047656,14.623600,121.048153,1065,1064,Denver Street,50.000000,50,1.000000,False,130.280000,1
14.624454,121.046488,14.624072,121.046080,1066,3067,New York Street,50.000000,50,1.000000,False,61.100000,0
14.624454,121.046488,14.624960,121.047030,1066,1056,New York Street,50.000000,50,1.000000,False,81.060000,0
14.624454,121.046488,14.623600,121.048153,1066,1064,Maryland Street,50.000000,50,1.000000,False,202.750000,0
14.624454,121.046488,14.625823,121.043953,1066,1053,Maryland Street,50.000000,50,1.000000,False,312.350000,0
14.623256,121.048872,14.622868,121.048464,1067,2932,Monte de Piedad Street,50.000000,50,1.000000,False,61.520000,1
14.623256,121.048872,14.623458,121.049075,1067,7265,Monte de Piedad Street,50.000000,50,1.000000,False,31.390000,0
14.621885,121.047456,14.622487,121.048066,1068,3145,Monte de Piedad Street,50.000000,50,1.000000,False,93.740000,0
14.621885,121.047456,14.623109,121.045048,1068,1070,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,292.690000,0
14.621885,121.047456,14.621535,121.048139,1068,2436,E. Rodriguez Sr. Avenue,15.624267,50,8.989046,False,83.110000,0
14.621885,121.047456,14.620802,121.046359,1068,2976,Monte de Piedad Street,50.000000,50,1.000000,False,168.620000,0
14.625622,121.048108,14.625313,121.047396,1069,1063,New York Street,50.000000,50,1.000000,False,84.000000,0
14.625622,121.048108,14.624177,121.048791,1069,7315,EDSA,50.000000,50,1.000000,False,176.730000,1
14.623109,121.045048,14.623761,121.043777,1070,8973,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,154.790000,0
14.623109,121.045048,14.622129,121.043848,1070,2884,New York Street,50.000000,50,1.000000,False,169.030000,0
14.623109,121.045048,14.621885,121.047456,1070,1068,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,292.690000,0
14.623109,121.045048,14.623650,121.045666,1070,1050,New York Street,25.413867,50,4.603808,False,89.640000,0
14.625708,121.037075,14.626046,121.038249,1071,9055,K-6th Street,50.000000,50,1.000000,False,131.820000,0
14.625708,121.037075,14.626108,121.036963,1071,649,T. Gener Street,50.000000,50,1.000000,False,46.060000,0
14.625708,121.037075,14.625284,121.037199,1071,7575,T. Gener Street,50.000000,50,1.000000,False,48.950000,0
14.620309,121.037477,14.620810,121.038352,1072,1074,Bouganvilla,50.000000,50,1.000000,False,109.420000,0
14.620309,121.037477,14.619830,121.037765,1072,573,Balete Drive,50.000000,50,1.000000,False,61.560000,0
14.620309,121.037477,14.621302,121.036876,1072,592,Balete Drive,50.000000,50,1.000000,False,127.980000,0
14.621217,121.039054,14.621904,121.039014,1073,2926,Betty Go-Belmonte Street,50.000000,50,1.000000,False,76.510000,0
14.621217,121.039054,14.620810,121.038352,1073,1074,Bouganvilla,50.000000,50,1.000000,False,88.110000,0
14.621217,121.039054,14.620350,121.039307,1073,1076,Betty Go-Belmonte Street,50.000000,50,1.000000,False,101.090000,0
14.620810,121.038352,14.620309,121.037477,1074,1072,Bouganvilla,50.000000,50,1.000000,False,109.420000,0
14.620810,121.038352,14.621217,121.039054,1074,1073,Bouganvilla,50.000000,50,1.000000,False,88.110000,0
14.620810,121.038352,14.622484,121.037317,1074,595,Hibiscus Street,50.000000,50,1.000000,False,216.950000,0
14.619578,121.037924,14.619830,121.037765,1075,573,Balete Drive,50.000000,50,1.000000,False,32.860000,0
14.619578,121.037924,14.620350,121.039307,1075,1076,Lantana Street,50.000000,50,1.000000,False,171.730000,0
14.619578,121.037924,14.619013,121.038266,1075,11938,Balete Drive,50.000000,50,1.000000,False,72.840000,0
14.620350,121.039307,14.621414,121.041180,1076,11869,Lantana Street,50.000000,50,1.000000,False,233.670000,0
14.620350,121.039307,14.619578,121.037924,1076,1075,Lantana Street,50.000000,50,1.000000,False,171.730000,0
14.620350,121.039307,14.621217,121.039054,1076,1073,Betty Go-Belmonte Street,50.000000,50,1.000000,False,101.090000,0
14.620350,121.039307,14.619582,121.039742,1076,1078,Betty Go-Belmonte Street,50.000000,50,1.000000,False,97.780000,0
14.621430,121.041206,14.621414,121.041180,1077,11869,Lantana Street,50.000000,50,1.000000,False,3.360000,0
14.621430,121.041206,14.620663,121.041654,1077,2901,Rosario Drive,50.000000,50,1.000000,False,97.950000,0
14.621430,121.041206,14.622737,121.040434,1077,2858,Rosario Drive,26.542053,50,4.677842,False,167.350000,0
14.621430,121.041206,14.621818,121.041937,1077,3013,Lantana Street,50.000000,50,1.000000,False,89.690000,0
14.619582,121.039742,14.618800,121.038395,1078,3008,Acacia Street,50.000000,50,1.000000,False,169.080000,0
14.619582,121.039742,14.620350,121.039307,1078,1076,Betty Go-Belmonte Street,50.000000,50,1.000000,False,97.780000,0
14.619582,121.039742,14.619342,121.041082,1078,2953,Betty Go-Belmonte Street,50.000000,50,1.000000,False,146.720000,0
14.619582,121.039742,14.620663,121.041654,1078,2901,Acacia Street,33.581680,50,5.017316,False,238.200000,0
14.622320,121.038959,14.623457,121.037807,1079,9804,Ilang-ilang Street,50.000000,50,1.000000,False,181.530000,0
14.622320,121.038959,14.622737,121.040434,1079,2858,Ilang-ilang Street,50.000000,50,1.000000,False,169.560000,0
14.622320,121.038959,14.623413,121.038620,1079,11870,Betty Go-Belmonte Street,50.000000,50,1.000000,False,126.810000,0
14.622320,121.038959,14.621904,121.039014,1079,2926,Betty Go-Belmonte Street,50.000000,50,1.000000,False,46.800000,0
14.619124,121.036561,14.619470,121.037163,1080,8179,6th Street,50.000000,50,1.000000,False,75.390000,0
14.619124,121.036561,14.618718,121.035824,1080,590,6th Street,50.000000,50,1.000000,False,91.210000,0
14.619124,121.036561,14.620615,121.035664,1080,593,Pennsylvania Street,1.000000,50,10.000000,True,191.810000,0
14.621425,121.035150,14.620615,121.035664,1081,593,Pennsylvania Street,50.000000,50,1.000000,False,105.750000,0
14.621425,121.035150,14.621008,121.034421,1081,572,9th Street,50.000000,50,1.000000,False,91.200000,0
14.621425,121.035150,14.622140,121.036376,1081,579,9th Street,50.000000,50,1.000000,False,153.960000,0
14.624016,121.032012,14.626041,121.030227,1082,12480,Alabama Street,50.000000,50,1.000000,False,354.020000,0
14.624016,121.032012,14.623974,121.031487,1082,9419,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,56.690000,0
14.624016,121.032012,14.624088,121.032924,1082,9805,E. Rodriguez Sr. Avenue,37.483945,50,3.345245,False,98.430000,0
14.626005,121.030249,14.626041,121.030227,1083,12480,Doña Hemady Street,50.000000,50,1.000000,False,4.610000,0
14.626005,121.030249,14.623974,121.031487,1083,9419,Doña Hemady Street,50.000000,50,1.000000,False,262.230000,0
14.623423,121.023881,14.624229,121.025324,1084,1086,16th Street,50.000000,50,1.000000,False,179.260000,1
14.623423,121.023881,14.624216,121.023394,1084,1087,Santa Ignaciana Street,50.000000,50,1.000000,False,102.610000,1
14.621947,121.024736,14.621933,121.024688,1085,8644,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,5.500000,0
14.621947,121.024736,14.622357,121.026126,1085,11070,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,156.290000,0
14.621947,121.024736,14.623423,121.023881,1085,1084,Santa Ignaciana Street,50.000000,50,1.000000,False,188.240000,1
14.624229,121.025324,14.625005,121.024830,1086,1088,Doña Juliana Street,1.000000,50,10.000000,True,101.390000,0
14.624229,121.025324,14.624006,121.025476,1086,1091,Doña Juliana Street,50.000000,50,1.000000,False,29.650000,0
14.624216,121.023394,14.624999,121.022915,1087,1090,Santa Ignaciana Street,50.000000,50,1.000000,False,101.190000,1
14.625005,121.024830,14.624216,121.023394,1088,1087,17th Street,50.000000,50,1.000000,False,177.710000,1
14.625005,121.024830,14.624229,121.025324,1088,1086,Doña Juliana Street,31.634554,50,6.629014,False,101.390000,0
14.625005,121.024830,14.625764,121.024255,1088,1089,Doña Juliana Street,50.000000,50,1.000000,False,105.080000,0
14.625764,121.024255,14.626098,121.023831,1089,7560,Doña Juliana Street,50.000000,50,1.000000,False,59.030000,0
14.625764,121.024255,14.625005,121.024830,1089,1088,Doña Juliana Street,50.000000,50,1.000000,False,105.080000,0
14.624999,121.022915,14.625764,121.024255,1090,1089,18th Street,14.677422,50,9.508852,False,167.400000,1
14.624999,121.022915,14.626098,121.023831,1090,7560,"['Santa Ignaciana Street', '19th Street']",50.000000,50,1.000000,False,245.770000,1
14.624006,121.025476,14.622948,121.028026,1091,1092,Eymard Drive,50.000000,50,1.000000,False,339.160000,0
14.624006,121.025476,14.624229,121.025324,1091,1086,Doña Juliana Street,50.000000,50,1.000000,False,29.650000,0
14.624006,121.025476,14.622443,121.026420,1091,93,Doña Juliana Street,50.000000,50,1.000000,False,201.270000,1
14.622948,121.028026,14.624006,121.025476,1092,1091,Eymard Drive,50.000000,50,1.000000,False,339.160000,0
14.622948,121.028026,14.622443,121.026420,1092,93,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,181.770000,0
14.622948,121.028026,14.623135,121.028626,1092,22,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,67.780000,0
14.612759,121.038365,14.612786,121.038415,1093,3329,N. Domingo Street,50.000000,50,1.000000,False,6.120000,0
14.612759,121.038365,14.614428,121.037334,1093,9687,Doña Hemady Street,50.000000,50,1.000000,False,216.220000,1
14.611839,121.032859,14.611099,121.033341,1094,97,Broadway Avenue,50.000000,50,1.000000,False,97.220000,0
14.611839,121.032859,14.612602,121.032426,1094,1567,Broadway Avenue,50.000000,50,1.000000,False,96.760000,0
14.613148,121.035108,14.611839,121.032859,1095,1094,1st Street,50.000000,50,1.000000,False,282.370000,1
14.613148,121.035108,14.611778,121.035912,1095,94,Gilmore Avenue,50.000000,50,1.000000,False,175.700000,1
14.609968,121.034706,14.611099,121.033341,1096,97,Valencia Street,50.000000,50,1.000000,False,201.810000,0
14.609968,121.034706,14.610084,121.036803,1096,1571,Valencia Street,50.000000,50,1.000000,False,256.730000,1
14.611282,121.036157,14.609968,121.034706,1097,1096,Castilla Street,50.000000,50,1.000000,False,214.320000,1
14.611282,121.036157,14.611778,121.035912,1097,94,Senator Jose O. Vera Street,50.000000,50,1.000000,False,61.190000,0
14.611282,121.036157,14.610479,121.036588,1097,3318,Senator Jose O. Vera Street,50.000000,50,1.000000,False,100.630000,0
14.624323,121.036077,14.623487,121.035570,1098,597,Mabolo Street,50.000000,50,1.000000,False,107.980000,0
14.624323,121.036077,14.624248,121.035091,1098,580,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,106.490000,0
14.624323,121.036077,14.624396,121.037076,1098,9803,E. Rodriguez Sr. Avenue,50.000000,50,1.000000,False,107.800000,0
